City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Manor,70029,Texas,8.1,13.4,8.6,13.4,7.6,5.9,18.5,18.3,10.4,5.4,2.2,1.4,0.2,5936
Oak Ridge town,70000,Texas,9.5,10.3,5.8,10.3,7.5,3.7,6.1,15.6,19.1,9.5,6.9,4.1,2.0,591
Pantego,70000,Texas,3.6,4.3,7.7,4.3,7.8,3.3,8.2,12.3,11.2,11.6,12.1,12.1,5.8,2466
South Mountain,70000,Texas,3.3,3.1,5.9,3.1,7.4,1.2,19.9,9.0,22.5,11.9,9.7,2.4,3.8,422
Edgecliff Village,69904,Texas,5.6,5.1,7.7,5.1,5.8,6.4,11.1,13.4,12.8,13.0,10.8,6.2,2.3,2883
Simonton,69500,Texas,6.8,7.7,6.5,7.7,6.7,3.0,13.9,17.5,10.7,11.8,12.5,2.0,0.9,863
Carrollton,69282,Texas,6.5,6.7,7.1,6.7,6.8,6.2,15.3,14.5,16.5,11.3,5.9,2.4,0.8,124501
Union Valley,69167,Texas,3.7,2.0,6.8,2.0,4.4,2.7,10.5,7.5,25.4,18.0,13.6,3.7,1.7,295
Burleson,69088,Texas,8.3,7.4,8.7,7.4,7.4,5.5,15.1,15.2,12.4,10.0,6.3,3.1,0.7,39335
Valley View,68264,Texas,9.6,6.5,6.2,6.5,7.8,5.7,16.5,14.3,11.6,14.7,2.3,4.1,0.6,1027
Tolar,68214,Texas,10.3,8.0,8.2,8.0,8.2,4.5,17.6,16.4,9.1,7.1,7.8,1.8,1.0,1109
Cottonwood,68125,Texas,1.6,2.1,15.2,2.1,6.8,2.6,2.1,25.1,13.1,17.3,8.4,4.7,1.1,191
Lake Dallas,68071,Texas,10.5,7.1,5.0,7.1,4.3,5.6,17.5,12.1,22.2,6.8,6.1,2.7,0.2,7306
Cedar Hill,67913,Texas,7.6,7.7,8.6,7.7,8.9,5.9,12.0,15.8,14.3,11.8,4.8,1.6,1.1,46414
Lake Cherokee,67832,Texas,4.2,3.8,5.9,3.8,3.6,2.1,8.4,7.4,16.8,25.2,10.8,7.6,4.1,2711
La Porte,67806,Texas,6.5,6.8,7.8,6.8,7.7,7.2,12.1,15.1,15.2,12.5,5.6,2.6,0.9,34473
Rose Hill Acres,67750,Texas,2.0,3.7,7.6,3.7,5.2,8.0,13.3,7.4,16.5,13.9,12.2,8.9,1.3,460
Wink,67639,Texas,11.4,7.7,4.9,7.7,8.8,7.6,12.4,15.6,14.5,8.4,5.7,2.9,0.3,1073
Jersey Village,67607,Texas,5.1,5.4,3.7,5.4,3.9,5.6,18.8,12.6,10.7,16.6,11.3,4.5,2.0,7795
Combine,67574,Texas,6.0,6.2,6.4,6.2,5.4,5.8,11.1,15.0,18.6,14.5,7.7,2.6,0.9,1983
Star Harbor,67273,Texas,0.9,4.5,3.4,4.5,1.4,13.2,4.5,3.2,20.0,12.1,21.8,13.7,1.3,555
Spring,67252,Texas,8.7,7.7,8.5,7.7,8.2,5.3,15.1,14.8,13.4,10.4,5.6,1.8,0.5,54992
Midland,67144,Texas,8.2,7.0,7.9,7.0,7.0,7.8,15.7,12.0,12.4,11.1,5.3,3.9,1.7,119409
Red Oak,67132,Texas,9.0,8.1,7.3,8.1,6.7,9.5,11.7,15.4,12.8,10.4,6.4,2.0,0.8,11149
Dickinson,67083,Texas,8.0,7.0,6.3,7.0,7.2,6.5,13.9,13.1,12.6,14.4,7.4,3.1,0.6,19135
Nevada,67031,Texas,5.1,5.9,5.3,5.9,12.5,7.7,12.6,13.7,15.2,14.5,4.4,2.6,0.5,1072
Rendon,66784,Texas,8.0,6.2,8.4,6.2,8.0,4.7,11.8,12.3,15.4,14.0,7.0,3.1,1.1,13743
Fresno,66705,Texas,5.9,10.9,11.7,10.9,9.2,8.1,11.5,18.7,11.9,8.5,2.8,0.9,0.1,20374
New Berlin,66667,Texas,4.8,6.3,4.9,6.3,8.3,8.7,4.6,10.4,9.9,16.3,21.1,4.2,0.7,589
Portland,66662,Texas,8.4,9.6,8.8,9.6,7.6,4.4,15.7,11.4,14.8,8.7,5.6,3.5,1.5,15420
Royse City,66619,Texas,12.7,7.2,11.5,7.2,7.0,5.9,18.1,13.7,11.2,6.1,3.0,2.6,0.9,9755
Booker,66429,Texas,11.6,8.0,4.6,8.0,9.0,5.4,16.3,11.9,14.4,8.8,5.5,4.0,0.5,1494
Old River-Winfree,65917,Texas,4.1,6.1,7.3,6.1,11.3,9.5,11.8,12.7,22.9,9.0,4.2,0.8,0.2,1844
Ingleside On The Bay,65893,Texas,2.6,4.7,4.7,4.7,3.6,8.8,7.3,13.0,11.6,21.1,17.1,5.4,0.4,579
Danbury,65795,Texas,5.2,8.2,8.5,8.2,6.9,6.8,8.8,13.8,15.8,13.6,7.6,4.7,0.1,1486
Jones Creek,65766,Texas,6.2,7.2,7.1,7.2,10.2,5.2,11.0,14.6,13.8,11.5,10.3,2.1,1.1,2335
Crandall,65217,Texas,6.0,8.3,9.4,8.3,7.0,5.8,14.5,15.9,16.3,9.1,4.8,2.2,0.7,2979
Bolivar Peninsula,65135,Texas,6.3,5.1,5.2,5.1,4.1,1.6,5.8,6.2,24.1,19.8,15.5,5.2,1.2,1959
Rhome,65000,Texas,9.1,5.9,7.1,5.9,6.3,8.5,15.9,14.0,16.3,9.3,5.8,1.8,0.2,1598
Crowley,64836,Texas,7.8,9.5,11.4,9.5,6.3,5.1,15.2,15.2,14.5,7.9,3.9,2.6,0.6,13762
Benbrook,64553,Texas,6.5,6.3,5.3,6.3,4.8,4.8,13.9,12.0,14.4,13.9,10.1,6.4,1.7,21898
White Deer,64185,Texas,7.7,9.3,3.8,9.3,5.0,7.4,13.7,13.9,11.8,12.5,5.0,9.1,0.8,977
Weir,64000,Texas,6.2,8.9,9.0,8.9,8.4,5.1,20.2,11.2,17.2,6.2,3.4,3.6,0.7,610
Harker Heights,63878,Texas,7.2,9.1,9.0,9.1,8.5,6.5,14.4,16.2,12.3,9.6,4.2,2.3,0.7,27757
Four Corners,63814,Texas,8.1,9.9,8.9,9.9,8.8,7.4,15.2,14.5,13.0,8.7,3.7,1.7,0.2,13973
Follett,63750,Texas,3.9,10.6,8.1,10.6,8.1,2.8,11.1,11.3,16.1,14.3,7.8,4.9,1.1,567
Anna,63556,Texas,12.5,10.1,5.7,10.1,5.0,5.2,15.5,20.9,9.2,8.1,6.1,0.9,0.7,9108
Iraan,63523,Texas,7.2,7.8,8.8,7.8,8.3,7.4,10.6,14.9,14.5,9.1,7.4,3.7,0.4,1336
Bridge City,63234,Texas,6.8,7.8,10.0,7.8,7.7,3.9,17.4,12.0,15.2,8.2,4.3,5.2,1.6,7898
Cut And Shoot,63068,Texas,4.3,4.2,9.2,4.2,12.2,8.0,12.9,8.6,20.0,8.7,6.9,3.6,1.3,1455
Scotland,63000,Texas,3.6,5.7,10.1,5.7,7.7,15.7,10.8,12.3,15.2,8.7,3.6,5.7,1.0,612
North Richland Hills,62927,Texas,6.9,6.5,6.4,6.5,6.9,7.3,14.2,11.9,15.1,12.4,6.7,4.2,1.7,65835
Wolfforth,62679,Texas,8.8,11.6,10.9,11.6,4.9,9.4,16.0,14.4,8.3,6.2,5.2,3.5,0.7,3891
Converse,62627,Texas,7.7,8.9,6.7,8.9,6.6,6.2,15.2,14.6,15.5,10.6,5.1,2.2,0.7,19738
Enchanted Oaks,62500,Texas,0.3,2.7,2.4,2.7,3.7,1.4,1.0,9.1,12.8,14.2,26.0,21.0,5.4,296
Woodbranch,62500,Texas,7.2,5.4,6.5,5.4,4.5,6.0,15.0,10.0,14.4,14.1,9.2,5.6,2.2,1345
Georgetown,62219,Texas,5.6,5.8,7.0,5.8,6.5,4.7,10.2,10.4,9.8,12.7,15.5,8.8,3.0,53007
Lumberton,62166,Texas,6.9,7.6,8.8,7.6,4.8,6.2,14.6,13.1,12.8,11.0,7.9,5.1,1.2,12153
Glenn Heights,61983,Texas,6.1,9.3,10.0,9.3,10.1,5.0,12.0,15.7,14.4,9.6,6.1,1.4,0.3,11671
Central Gardens,61949,Texas,5.2,4.2,3.6,4.2,4.4,6.6,13.7,9.6,21.4,10.8,9.9,8.7,1.9,4026
Sunrise Beach Village,61944,Texas,6.2,0.9,3.1,0.9,2.7,1.0,5.1,4.8,10.9,30.5,20.1,13.4,1.5,808
Jourdanton,61847,Texas,7.3,7.0,5.9,7.0,6.7,1.2,16.4,8.5,16.3,12.4,11.2,6.4,0.7,4034
Noonday,61806,Texas,4.3,8.8,5.7,8.8,2.5,3.2,7.2,14.0,26.0,14.1,10.0,3.4,1.0,921
Northlake,61774,Texas,5.6,10.3,5.2,10.3,5.3,11.7,17.0,16.6,12.8,9.1,5.3,0.6,0.5,2410
Watauga,61716,Texas,8.3,7.0,8.0,7.0,9.1,4.1,16.8,13.3,14.8,9.9,5.9,2.3,0.6,23999
Gunter,61600,Texas,7.9,8.1,7.2,8.1,9.8,4.7,14.9,11.4,13.3,5.4,6.4,4.1,6.8,1569
Port Neches,61600,Texas,7.0,7.1,5.3,7.1,7.3,5.7,12.3,11.4,15.5,13.4,8.9,4.4,1.7,12877
Retreat,61563,Texas,2.3,6.1,7.2,6.1,4.6,2.0,11.6,13.6,20.5,11.3,15.9,3.8,1.2,346
Santa Fe,61552,Texas,4.9,6.7,8.0,6.7,6.6,5.0,9.7,12.7,15.5,15.4,9.9,4.5,0.9,12572
Coahoma,61250,Texas,8.8,5.2,5.4,5.2,7.6,3.3,9.6,8.0,16.4,17.1,12.4,5.4,0.7,748
Laguna Vista,61250,Texas,7.4,3.6,7.9,3.6,7.1,1.9,10.8,12.4,10.6,17.6,15.1,4.4,1.2,3197
Nome,61250,Texas,2.4,8.3,7.2,8.3,2.0,8.7,14.2,2.8,22.9,19.2,5.9,5.5,0.9,458
Panorama Village,61080,Texas,1.9,4.3,6.5,4.3,3.1,5.3,7.0,7.3,8.3,19.2,18.0,15.9,3.2,1985
Roanoke,61010,Texas,5.9,6.5,7.6,6.5,6.5,6.5,16.9,18.0,13.5,8.3,8.7,1.4,0.3,6488
Mertzon,61000,Texas,10.9,6.9,7.5,6.9,4.6,5.9,9.8,6.7,19.3,15.6,5.8,3.6,3.5,778
Panhandle,60987,Texas,5.4,3.9,12.4,3.9,8.9,3.0,12.3,7.8,17.2,12.8,9.3,2.6,4.5,2250
Universal City,60934,Texas,7.6,6.0,5.9,6.0,7.3,6.4,14.6,14.5,12.1,13.0,6.7,4.6,1.3,19164
Ingleside,60925,Texas,6.0,8.9,10.4,8.9,9.7,6.9,14.1,13.8,11.8,9.6,6.6,1.8,0.6,9468
Woodcreek,60900,Texas,1.9,3.0,2.7,3.0,3.5,1.3,5.1,6.1,10.1,19.0,24.6,18.2,4.6,1244
Aubrey,60735,Texas,5.9,6.5,7.8,6.5,10.2,3.8,13.1,19.5,14.3,11.0,4.8,1.9,1.3,2709
Warren City,60673,Texas,3.6,6.8,8.3,6.8,5.8,5.8,8.6,20.9,13.7,15.5,5.4,4.7,1.1,278
Fairchilds,60625,Texas,6.3,13.7,7.1,13.7,5.1,2.1,13.8,10.3,20.6,12.6,6.2,1.6,0.5,746
Holliday,60625,Texas,4.7,4.0,8.4,4.0,12.3,5.1,13.9,10.8,19.7,10.0,5.5,3.5,2.1,1717
Andrews,60579,Texas,9.1,9.0,7.5,9.0,7.4,5.6,14.4,12.7,12.8,9.7,5.9,5.3,0.7,12160
Addison,60456,Texas,6.1,3.9,2.9,3.9,2.8,7.9,29.6,15.6,14.2,8.4,6.0,2.3,0.4,14594
Westbrook,60417,Texas,8.5,13.9,4.5,13.9,3.1,5.8,15.7,11.7,5.8,22.4,3.1,4.5,0.9,223
Nassau Bay,60389,Texas,3.4,5.5,5.4,5.5,5.8,8.4,10.7,14.0,9.6,20.4,8.9,5.1,2.9,4077
Bedford,60373,Texas,5.6,4.5,6.5,4.5,5.3,5.6,14.9,13.9,14.7,13.8,8.5,4.5,2.3,48104
Chandler,60313,Texas,6.5,6.3,7.9,6.3,8.3,2.4,9.7,16.2,13.2,10.4,10.3,5.5,3.5,2783
Mustang Ridge,60250,Texas,7.5,11.1,10.9,11.1,8.1,3.0,20.9,13.8,8.3,9.3,4.0,2.5,0.6,1052
Mission Bend,60085,Texas,7.5,8.8,7.4,8.8,8.1,6.8,14.6,13.1,13.8,12.6,5.0,1.7,0.7,37110
Maypearl,60060,Texas,5.8,9.1,7.4,9.1,12.4,5.5,11.5,14.7,12.5,12.2,5.2,1.4,2.5,729
Leon Valley,60040,Texas,4.1,7.1,5.9,7.1,5.5,4.4,19.4,10.0,14.8,12.4,8.2,5.6,2.7,10658
Red Lick,60000,Texas,6.1,6.6,7.8,6.6,8.0,4.7,10.1,16.2,10.9,16.7,9.3,3.2,0.5,965
Wheeler,59861,Texas,8.3,7.8,10.0,7.8,6.4,5.1,10.7,12.3,11.9,12.4,8.0,4.9,2.1,1619
Holly Lake Ranch,59833,Texas,3.3,3.8,2.3,3.8,5.6,0.8,5.4,7.8,7.2,18.1,32.8,10.3,2.6,2981
Claude,59773,Texas,7.5,7.8,8.0,7.8,5.3,3.9,11.7,12.4,11.1,11.4,11.6,8.2,1.1,1192
Nazareth,59722,Texas,6.5,7.6,7.6,7.6,2.9,7.2,7.6,9.7,18.7,13.3,15.1,3.2,0.7,278
Darrouzett,59688,Texas,7.2,9.0,4.0,9.0,6.4,4.8,17.3,6.7,17.8,13.6,4.8,6.4,2.1,376
Idalou,59605,Texas,9.2,8.6,10.8,8.6,5.1,5.5,14.1,10.8,13.5,8.7,6.7,4.6,2.5,2369
Poth,59348,Texas,10.7,8.0,5.5,8.0,8.2,5.5,15.5,14.3,11.3,8.8,6.2,5.1,1.1,2070
Live Oak,59286,Texas,5.5,7.3,4.8,7.3,6.4,6.6,16.6,15.6,11.6,13.8,6.8,4.4,0.5,14213
Orange Grove,59280,Texas,13.2,3.5,5.7,3.5,6.9,3.7,14.4,11.0,16.2,9.4,7.4,6.2,2.5,1476
Lorena,59167,Texas,9.5,8.7,8.4,8.7,8.7,5.6,10.0,11.3,11.7,15.2,5.9,5.0,0.2,1766
New Braunfels,59083,Texas,7.5,7.7,8.2,7.7,7.0,5.6,15.4,13.3,11.5,10.9,7.1,3.8,2.2,61712
Scurry,58929,Texas,3.1,5.8,6.7,5.8,6.3,6.7,7.2,13.9,15.6,23.1,7.6,3.1,1.0,685
Farmers Branch,58666,Texas,6.9,7.7,6.0,7.7,7.2,6.2,15.0,13.9,13.6,10.1,7.2,5.0,1.3,30261
Lewisville,58559,Texas,8.0,7.1,6.8,7.1,5.6,7.3,19.8,15.4,13.4,8.8,4.7,2.1,0.9,99039
Stafford,58519,Texas,6.1,5.5,5.6,5.5,7.4,7.1,16.8,16.4,13.7,13.1,4.6,2.9,0.7,17990
Leroy,58417,Texas,6.1,4.9,7.3,4.9,4.3,4.0,10.7,13.8,11.0,22.3,7.3,4.0,4.3,327
Pottsboro,58125,Texas,7.6,4.5,10.3,4.5,7.0,6.8,13.5,10.2,14.6,10.9,9.2,4.6,0.9,2360
Iola,58068,Texas,8.1,7.3,15.4,7.3,7.1,7.0,11.6,11.6,13.8,5.5,8.8,2.8,1.0,603
Highland Haven,58000,Texas,1.8,5.5,2.6,5.5,1.8,1.0,2.6,7.5,8.3,26.0,24.4,10.9,7.5,385
Dripping Springs,57929,Texas,5.4,10.5,6.9,10.5,8.7,5.9,10.6,13.2,14.0,11.2,6.6,6.2,0.9,2088
Jonestown,57917,Texas,3.6,5.4,5.2,5.4,2.7,8.0,8.5,12.5,24.6,17.7,8.6,2.6,0.7,2115
Needville,57740,Texas,5.8,9.2,8.2,9.2,10.0,3.0,16.3,13.5,12.8,9.1,5.1,5.4,1.7,2995
Liberty City,57713,Texas,6.9,3.9,9.7,3.9,7.4,3.3,11.4,12.9,19.2,11.3,7.9,4.0,2.0,2206
Fritch,57667,Texas,6.3,8.6,8.6,8.6,9.3,2.3,12.2,12.6,14.0,13.8,6.6,3.8,1.9,2743
Dean,57656,Texas,3.2,6.0,7.5,6.0,10.4,1.4,14.3,13.6,17.2,11.9,9.9,3.1,1.7,588
Hallsburg,57500,Texas,7.0,6.8,7.4,6.8,5.1,1.9,14.6,14.2,14.0,14.2,10.1,3.9,1.0,487
Sanctuary,57361,Texas,1.5,7.4,10.0,7.4,7.7,6.8,8.9,16.5,10.6,10.3,13.0,6.2,1.2,339
Rankin,57333,Texas,8.4,3.6,5.5,3.6,10.2,4.9,10.5,17.2,17.6,9.8,8.0,2.8,1.5,797
Bayview,57250,Texas,1.9,4.3,8.9,4.3,4.4,6.9,14.8,20.4,4.4,10.6,10.4,11.1,2.0,540
Lake Colorado City,57250,Texas,2.4,4.4,5.1,4.4,8.1,1.1,7.5,13.6,18.4,22.4,10.8,3.3,2.9,664
White Oak,57202,Texas,6.1,5.9,10.8,5.9,7.6,7.2,11.9,15.7,13.4,10.9,6.3,3.0,1.2,6431
Boerne,57027,Texas,5.8,7.3,7.4,7.3,7.3,4.8,11.6,14.5,13.4,9.7,7.1,8.5,2.8,11674
Nederland,56990,Texas,5.7,7.4,5.9,7.4,6.4,8.3,14.2,11.1,15.0,12.0,6.8,5.5,1.7,17018
Winona,56953,Texas,10.6,3.6,8.3,3.6,4.2,12.5,14.6,11.4,14.9,11.0,4.8,2.0,2.2,810
Desoto,56911,Texas,4.9,7.2,7.5,7.2,8.7,5.0,10.2,14.8,14.1,14.9,7.3,4.5,1.0,50837
Shallowater,56908,Texas,5.0,6.7,10.3,6.7,9.6,7.5,9.8,17.9,14.7,9.3,7.2,1.4,0.6,2514
Hawley,56667,Texas,9.7,7.3,12.1,7.3,7.6,1.8,13.9,8.2,15.3,11.3,9.7,2.2,1.0,780
Newark,56447,Texas,7.0,7.3,5.4,7.3,9.6,9.6,8.3,8.6,25.7,9.2,6.6,2.3,0.4,1309
Moulton,56442,Texas,6.2,12.1,6.1,12.1,4.3,4.9,7.5,11.2,14.3,11.9,8.9,6.7,6.0,1005
Jamaica Beach,56188,Texas,1.1,3.7,4.3,3.7,4.5,2.0,6.6,6.9,19.6,28.6,15.0,7.4,0.3,991
Odessa,56119,Texas,8.7,8.1,7.6,8.1,7.4,8.4,16.1,11.8,11.7,10.3,5.1,3.4,1.5,107325
New Chapel Hill,55938,Texas,6.8,6.4,5.3,6.4,4.9,5.2,17.6,9.7,13.3,12.6,9.7,7.4,1.1,637
Pecan Hill,55893,Texas,3.3,3.6,5.9,3.6,8.2,4.6,10.0,9.6,19.5,24.0,7.7,3.0,0.7,699
Muenster,55833,Texas,8.9,8.8,6.0,8.8,7.2,6.4,15.4,9.8,11.6,11.3,6.4,4.0,4.2,1739
Reno,55833,Texas,7.1,8.1,6.0,8.1,6.9,7.8,12.2,6.9,15.0,15.0,9.6,4.6,0.9,2551
Wimberley,55795,Texas,5.3,2.7,8.2,2.7,7.8,2.5,6.8,6.0,14.3,28.3,8.7,6.2,3.2,2600
Highlands,55455,Texas,7.0,11.5,7.4,11.5,4.3,10.1,12.1,12.3,14.2,10.3,5.3,4.1,1.3,7775
Castroville,55405,Texas,3.4,5.1,9.5,5.1,6.8,4.6,7.2,7.9,20.2,11.1,9.7,7.4,7.1,2838
Grand Prairie,55336,Texas,7.9,8.0,9.2,8.0,7.6,7.3,15.0,15.0,13.8,9.4,4.6,1.8,0.6,181135
Austin,55216,Texas,7.0,6.4,5.4,6.4,6.2,9.8,21.4,15.4,12.0,9.2,4.3,2.1,1.0,864218
Circle D-Kc Estates,55208,Texas,3.3,8.8,4.9,8.8,3.9,1.4,10.9,12.4,16.6,22.3,13.2,0.6,1.9,2144
Gholson,55179,Texas,4.2,4.4,4.9,4.4,5.4,2.2,9.8,13.8,16.4,18.3,13.4,6.1,1.0,864
Duncanville,55100,Texas,8.4,7.9,6.6,7.9,6.4,6.0,12.3,13.7,13.2,12.3,8.0,3.9,1.2,39315
Crane,55089,Texas,7.6,9.8,7.4,9.8,8.8,5.5,13.6,11.9,13.6,10.3,7.7,3.0,0.8,3653
Cashion Community,55000,Texas,8.1,3.9,3.9,3.9,6.4,3.5,14.1,3.9,8.8,14.1,15.9,15.9,1.4,283
Bullard,54945,Texas,6.6,10.6,10.0,10.6,8.5,5.1,7.2,17.8,12.9,10.9,7.2,2.3,1.0,2630
Euless,54619,Texas,6.5,7.5,6.5,7.5,5.5,6.7,17.8,15.8,14.6,11.0,5.0,2.5,0.7,52649
Appleby,54583,Texas,8.3,8.7,5.9,8.7,7.5,12.5,10.6,12.1,10.8,14.7,5.2,3.1,0.7,577
Mildred,54583,Texas,2.1,2.1,5.4,2.1,10.9,3.9,5.6,11.3,23.3,7.6,23.7,2.3,1.8,515
Fairview,54536,Texas,9.8,8.2,5.6,8.2,9.4,3.5,16.2,12.8,17.3,8.1,6.2,2.5,0.4,1090
Dodd City,54500,Texas,4.7,8.1,17.2,8.1,4.4,3.9,11.1,16.7,13.6,7.8,9.4,2.8,0.3,360
Pleasant Valley,54479,Texas,3.6,3.6,4.5,3.6,7.3,9.5,6.7,4.5,25.4,18.7,8.1,7.3,0.8,358
Canadian,54375,Texas,8.5,9.3,8.8,9.3,8.9,2.6,13.9,13.6,11.2,9.3,7.8,2.9,3.3,3221
Wallis,54375,Texas,8.4,5.0,3.2,5.0,5.7,7.7,11.6,13.0,14.6,15.5,6.7,6.5,2.1,1137
Beckville,54313,Texas,10.9,7.6,11.0,7.6,6.9,3.8,14.3,13.2,10.2,11.3,8.8,1.1,0.9,894
Crosby,54286,Texas,15.0,9.6,5.0,9.6,2.5,6.5,21.0,14.1,8.7,7.9,5.5,3.1,1.2,2619
Rio Vista,54250,Texas,7.9,12.6,9.9,12.6,5.5,5.5,13.0,18.7,11.6,4.9,6.9,3.1,0.5,1006
Burke,54219,Texas,2.2,3.9,12.2,3.9,6.9,5.9,7.7,19.8,10.4,15.4,11.4,2.1,2.1,713
Azle,54171,Texas,7.5,5.6,5.6,5.6,5.3,4.2,13.4,12.0,15.9,13.3,9.7,5.7,1.8,10744
Ravenna,54107,Texas,1.8,0.6,1.2,0.6,10.7,1.2,8.3,12.4,27.2,16.6,9.5,5.9,4.7,169
Texline,53942,Texas,3.7,6.8,7.8,6.8,5.2,4.5,8.7,13.0,9.9,17.1,15.7,5.2,2.5,485
Sanger,53862,Texas,6.5,10.9,11.4,10.9,6.7,7.5,15.0,13.9,13.0,7.1,3.8,3.7,0.5,7237
Groom,53804,Texas,6.6,4.2,9.2,4.2,3.3,6.4,7.2,4.6,25.7,15.8,10.5,5.0,1.5,456
Goldsmith,53750,Texas,5.2,6.9,3.0,6.9,3.0,6.1,30.7,4.3,12.1,16.9,4.8,6.5,0.4,231
Guthrie,53750,Texas,1.9,3.8,2.5,3.8,4.4,2.5,26.6,7.0,18.4,13.3,5.7,10.1,3.8,158
Windthorst,53750,Texas,3.3,6.3,6.6,6.3,5.2,5.8,10.4,14.0,15.1,10.4,9.6,11.8,1.4,364
Angleton,53638,Texas,6.7,7.3,8.0,7.3,8.1,3.9,14.7,11.5,15.7,12.2,7.7,3.1,1.0,19034
Sundown,53594,Texas,11.6,10.6,10.0,10.6,6.0,5.9,19.1,11.6,11.5,9.3,1.5,2.1,0.8,1314
Eureka,53542,Texas,1.6,2.9,10.8,2.9,8.0,1.9,6.4,8.9,20.7,20.4,10.5,6.1,1.9,314
Westworth Village,53519,Texas,9.2,7.2,6.7,7.2,3.5,5.7,22.3,10.5,9.6,14.6,4.8,4.8,1.2,2541
Hurst,53488,Texas,6.7,7.6,6.3,7.6,5.3,5.9,13.8,13.0,14.1,11.9,8.7,4.9,2.0,38140
Tom Bean,53482,Texas,9.7,2.7,10.2,2.7,9.3,5.5,8.0,16.6,11.1,10.1,10.9,3.6,2.4,1064
Val Verde Park,53477,Texas,3.7,9.3,8.1,9.3,11.0,5.2,10.8,20.8,11.7,10.5,6.3,2.1,0.6,2474
Waxahachie,53336,Texas,7.1,8.7,7.4,8.7,8.1,8.0,14.3,12.8,12.5,9.8,6.5,3.0,2.0,31045
Oak Valley,53333,Texas,6.4,6.4,5.9,6.4,7.2,2.4,12.3,15.0,8.6,23.9,7.8,3.2,0.8,373
Canyon Lake,53281,Texas,3.5,5.5,5.2,5.5,5.0,3.7,9.1,12.0,14.5,19.1,14.0,6.5,2.0,21469
Caddo Mills,53269,Texas,8.1,11.1,11.6,11.1,7.5,4.6,16.4,9.9,11.9,9.3,4.8,2.9,2.1,1789
Tuscola,53250,Texas,8.5,7.1,8.2,7.1,4.5,8.3,11.6,8.7,12.5,15.6,6.7,5.9,2.4,793
Pettus,53214,Texas,12.6,9.8,8.0,9.8,2.3,8.7,24.3,4.1,11.9,7.3,8.0,2.5,0.7,613
Meadow,53125,Texas,10.1,8.1,7.7,8.1,4.5,3.7,14.0,15.2,11.5,13.7,6.7,2.7,2.3,706
Crawford,53088,Texas,9.4,6.4,7.7,6.4,10.5,4.3,14.8,11.6,15.1,6.2,7.4,4.5,2.2,716
Arlington,53055,Texas,7.5,7.7,7.2,7.7,7.8,8.2,15.2,13.9,13.9,10.0,5.4,2.4,1.0,375305
Copperas Cove,52948,Texas,8.5,8.3,7.2,8.3,7.6,6.9,18.1,13.0,12.9,8.1,5.7,3.0,0.6,33023
Lakeport,52917,Texas,3.9,6.4,7.9,6.4,9.2,4.0,11.0,12.8,16.5,14.1,8.1,4.5,1.6,1021
La Ward,52917,Texas,6.9,3.4,9.8,3.4,9.8,11.3,16.2,12.3,11.3,11.8,5.9,0.5,1.0,204
Jarrell,52833,Texas,8.2,7.7,3.7,7.7,7.3,9.9,9.1,17.5,15.1,8.7,5.6,4.9,2.3,899
Higgins,52813,Texas,6.2,11.0,9.0,11.0,6.0,6.2,12.3,9.7,15.6,10.4,6.8,5.1,1.8,454
Kermit,52813,Texas,8.1,10.0,7.4,10.0,7.6,4.0,14.6,11.7,13.7,11.3,6.7,3.4,1.5,5894
Bonney,52798,Texas,5.8,5.8,8.1,5.8,7.9,2.7,14.2,15.7,26.3,11.3,1.2,1.0,0.4,522
Blackwell,52778,Texas,2.2,7.4,9.0,7.4,4.4,4.9,5.2,18.0,20.8,7.9,15.3,2.5,2.5,366
Thorntonville,52750,Texas,6.9,9.9,4.8,9.9,3.7,6.1,12.3,16.4,8.4,15.4,9.3,3.7,3.2,538
Van Vleck,52600,Texas,7.3,7.0,4.6,7.0,7.8,14.0,14.4,14.3,14.6,3.3,7.7,3.3,1.8,2168
Hermleigh,52569,Texas,2.9,7.6,17.0,7.6,3.4,6.0,11.5,14.7,14.4,11.8,6.8,2.4,1.6,382
West Columbia,52537,Texas,6.7,8.7,6.0,8.7,10.1,5.4,10.4,13.8,15.5,8.0,8.6,5.1,1.6,3917
Weatherford,52532,Texas,8.3,7.5,6.9,7.5,7.0,7.2,15.2,11.7,12.7,9.2,8.1,4.1,2.3,26490
Springtown,52500,Texas,5.2,5.7,7.6,5.7,9.2,6.5,8.0,18.5,14.4,11.1,9.2,3.9,0.9,2710
Fort Worth,52492,Texas,8.6,8.3,7.8,8.3,7.0,7.3,16.2,14.4,12.5,9.3,4.9,2.7,1.1,778573
Big Lake,52436,Texas,5.8,11.0,8.0,11.0,7.8,2.6,13.6,12.2,13.4,13.3,7.0,4.3,1.0,3162
Point Comfort,52422,Texas,4.0,6.9,11.6,6.9,7.4,4.0,15.8,10.2,11.1,14.4,6.5,5.0,3.1,620
