City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Nedrow,51490,New York,7.1,5.5,3.0,5.5,7.6,7.8,11.9,12.5,17.3,15.4,6.5,3.3,2.2,2267
Mexico,51467,New York,7.0,8.8,11.6,8.8,5.8,6.7,10.7,16.4,12.0,11.2,5.3,3.4,1.0,1765
Cayuga,51458,New York,7.1,2.1,5.2,2.1,9.8,2.5,9.2,7.3,18.0,14.7,14.7,8.8,0.8,523
Mcgraw,51458,New York,3.7,5.8,6.8,5.8,9.6,4.3,10.3,16.6,11.9,9.6,14.2,5.4,1.9,1097
Freedom Plains,51450,New York,1.4,1.4,2.8,1.4,11.9,4.2,4.8,5.2,17.3,15.7,10.3,16.7,8.1,496
Clayton,51335,New York,8.4,5.0,8.1,5.0,4.6,7.9,16.5,8.9,14.1,7.0,10.3,6.3,3.0,1891
Victory Village,51250,New York,5.0,9.2,7.2,9.2,5.0,5.8,15.0,13.2,12.8,14.6,6.6,3.2,2.2,499
Red Hook,51214,New York,2.5,6.8,7.5,6.8,4.2,10.5,6.2,11.6,18.3,12.7,8.4,7.7,3.8,1760
Cazenovia,51208,New York,2.5,1.6,4.5,1.6,19.4,17.0,7.2,6.9,12.0,10.0,11.4,3.8,3.7,2808
Clark Mills,51166,New York,9.4,3.5,9.7,3.5,1.3,2.3,11.7,15.3,11.3,17.4,10.5,5.8,1.8,2105
Dexter,51042,New York,9.6,9.2,6.1,9.2,6.4,4.9,14.9,11.7,13.2,10.5,5.4,6.0,2.0,1397
Fairview CDP,51042,New York,4.2,6.9,6.6,6.9,9.8,9.0,11.3,13.6,17.0,10.0,7.2,3.1,1.4,2978
Worcester,51034,New York,2.9,4.0,7.7,4.0,7.0,5.6,8.8,7.1,20.8,9.5,12.8,10.1,3.7,1223
Elizabethtown,51012,New York,5.7,0.1,5.8,0.1,4.7,4.3,11.2,9.3,16.8,14.8,9.7,8.2,9.3,792
Wyoming,50893,New York,6.5,4.4,7.3,4.4,6.7,4.4,12.2,10.9,14.5,15.3,8.6,6.0,3.4,386
Kenmore,50880,New York,5.8,5.6,4.4,5.6,5.7,7.0,14.0,13.4,14.0,14.3,9.1,4.2,2.4,15334
South Glens Falls,50849,New York,4.8,5.9,5.0,5.9,4.9,4.9,16.1,14.7,15.1,14.4,7.5,5.0,1.7,3575
Hannibal,50833,New York,3.0,5.5,9.0,5.5,5.5,4.4,8.2,15.0,17.4,9.3,17.6,3.0,1.9,632
Lyndonville,50750,New York,3.0,10.5,7.5,10.5,7.2,3.9,15.3,13.3,15.9,9.8,8.5,4.5,0.5,797
Greenville,50625,New York,7.0,2.3,5.6,2.3,7.3,4.2,4.7,22.2,12.0,10.8,12.6,10.3,1.1,573
Greece,50590,New York,5.1,4.3,7.1,4.3,3.8,6.2,14.1,10.6,16.6,12.9,8.7,7.4,3.3,14482
Middletown,50584,New York,6.3,6.0,8.0,6.0,8.2,7.9,15.9,13.6,12.5,9.8,6.2,3.7,1.9,27904
Alden,50504,New York,4.1,7.0,7.2,7.0,6.2,5.7,14.1,11.5,15.5,13.9,7.5,4.5,2.7,2606
Savona,50481,New York,9.4,4.8,8.2,4.8,5.2,7.2,7.6,16.4,13.1,14.4,8.8,3.9,0.9,748
Glen Park,50469,New York,9.7,7.9,6.7,7.9,5.5,6.9,17.8,12.7,11.3,12.3,5.7,2.2,1.2,505
Burdett,50417,New York,6.6,3.6,4.5,3.6,2.7,9.0,11.5,6.3,19.9,13.6,13.3,5.4,3.6,332
Glen Aubrey,50417,New York,1.1,8.0,2.9,8.0,3.1,6.6,7.4,18.2,16.2,10.0,19.4,5.1,2.0,351
Newfane,50356,New York,4.6,6.1,9.6,6.1,3.5,3.8,11.8,16.8,12.9,8.2,7.9,7.4,7.3,3600
Strykersville,50313,New York,8.5,6.8,5.5,6.8,6.4,10.5,7.4,14.2,19.0,8.2,5.5,4.2,3.9,621
Painted Post,50104,New York,4.2,3.5,7.9,3.5,6.3,3.9,11.7,12.6,14.2,12.1,13.1,5.4,5.1,1732
Port Dickinson,50100,New York,7.0,6.7,5.4,6.7,6.7,8.5,13.1,13.9,13.1,13.5,7.9,3.1,1.2,1639
Caledonia,49954,New York,4.5,4.4,6.2,4.4,5.2,12.3,9.2,11.0,21.1,9.4,5.7,7.7,3.2,2219
Waterloo,49883,New York,6.1,5.9,6.9,5.9,6.2,6.7,11.4,12.6,10.0,13.5,7.9,5.5,7.2,5178
Seneca Knolls,49808,New York,3.5,6.9,3.3,6.9,6.0,3.5,11.8,16.7,18.2,11.4,8.9,8.3,1.5,1936
Ticonderoga,49759,New York,5.8,7.8,3.0,7.8,3.0,8.3,11.5,7.6,17.3,15.6,9.8,5.4,4.9,3335
Kerhonkson,49750,New York,12.0,4.4,5.6,4.4,5.9,11.8,9.2,9.9,15.5,12.4,5.9,3.1,4.1,2002
Frewsburg,49646,New York,2.1,4.7,5.5,4.7,6.6,5.4,8.5,11.0,15.8,16.7,7.5,9.6,6.8,2183
Ravena,49534,New York,7.4,3.6,7.7,3.6,6.1,10.2,13.7,10.4,11.3,15.7,5.7,6.1,1.9,3275
Groton,49427,New York,6.6,6.4,3.1,6.4,6.8,5.7,15.6,11.4,12.1,17.6,6.8,6.0,2.0,2469
Theresa,49338,New York,7.9,6.8,8.7,6.8,9.2,6.4,11.5,10.2,16.6,10.1,7.4,3.7,1.7,844
Waddington,49306,New York,6.0,3.8,5.3,3.8,4.7,3.1,12.7,7.1,19.1,12.9,12.9,9.6,2.8,813
Depew,49291,New York,6.3,5.8,5.9,5.8,4.5,6.7,16.0,9.5,14.3,13.1,8.9,7.1,2.0,15262
Silver Springs,49286,New York,3.2,6.5,3.7,6.5,8.3,10.4,11.8,11.6,13.3,15.0,8.4,4.6,3.3,787
Mount Vernon,49268,New York,7.7,6.0,5.7,6.0,6.5,6.7,14.4,13.4,14.0,11.9,7.1,4.2,2.4,67962
Millerton,49250,New York,3.0,5.6,5.2,5.6,6.0,6.5,21.1,12.8,7.9,16.1,10.1,3.7,2.0,764
Yorkville,49213,New York,5.3,5.5,5.3,5.5,3.7,7.1,22.0,13.2,12.0,10.4,7.1,5.0,3.5,2677
Forestville,49191,New York,5.9,6.1,7.6,6.1,14.7,5.2,10.5,14.9,11.0,11.0,7.8,3.9,1.4,791
Waverly,48958,New York,9.7,4.5,5.5,4.5,4.2,8.3,15.4,11.6,12.5,11.9,6.6,5.7,4.3,4362
La Fargeville,48917,New York,1.6,7.1,5.5,7.1,8.4,1.3,10.0,17.9,3.7,19.2,8.1,9.2,8.1,381
Stottville,48900,New York,6.2,5.3,5.6,5.3,5.2,5.2,10.5,10.4,14.8,16.6,13.0,5.8,1.5,1388
Oakfield,48882,New York,5.8,6.9,6.2,6.9,8.6,6.9,13.3,15.5,13.6,10.7,6.8,2.6,3.1,1797
Corning,48791,New York,6.2,6.4,5.4,6.4,5.3,6.3,15.8,12.4,15.1,12.3,7.3,4.5,3.1,11108
Apalachin,48750,New York,7.0,8.6,5.2,8.6,4.9,6.1,18.4,12.6,12.6,8.9,8.7,3.1,3.9,1448
Camillus,48750,New York,5.1,8.0,5.9,8.0,7.5,5.3,12.2,11.9,12.8,11.7,11.7,6.5,1.5,1235
North Collins,48750,New York,7.5,7.9,8.8,7.9,7.1,3.7,17.5,11.7,17.2,8.7,5.4,3.9,0.7,1284
Cheektowaga,48703,New York,4.7,4.0,5.7,4.0,5.7,7.3,12.6,12.0,15.2,13.6,9.6,6.5,3.3,74967
Mayville,48654,New York,4.3,3.3,4.0,3.3,6.4,9.8,12.5,14.7,17.1,12.7,7.7,5.1,2.5,1386
Almond,48636,New York,7.9,6.9,5.1,6.9,8.6,6.4,11.4,13.6,14.4,12.7,6.4,5.4,1.3,535
Prattsburgh,48571,New York,11.6,7.3,4.9,7.3,3.8,7.6,13.6,10.1,11.3,13.6,10.6,4.5,1.1,800
Calverton,48460,New York,3.6,4.3,2.3,4.3,3.5,5.5,7.6,10.5,15.0,14.6,16.8,12.6,3.8,6372
Chatham,48370,New York,2.0,5.0,3.3,5.0,9.3,8.6,9.6,10.4,19.4,15.0,8.1,5.6,3.8,1490
Rensselaer,48314,New York,5.5,6.1,5.0,6.1,5.3,6.0,20.5,13.8,13.2,12.7,6.4,4.0,1.5,9476
Hampton Manor,48281,New York,6.7,4.7,5.5,4.7,8.2,3.4,9.7,12.4,19.2,18.4,4.1,4.5,3.2,2129
Williamson,48221,New York,5.6,4.3,3.8,4.3,6.2,8.4,10.9,8.1,17.0,19.2,10.0,5.5,1.1,2252
Waterford,48205,New York,4.6,3.2,4.5,3.2,6.5,10.0,15.8,13.7,14.7,11.3,9.1,4.1,2.6,2344
Greene,48125,New York,5.8,5.8,9.0,5.8,7.6,5.3,10.4,15.4,12.6,10.9,8.6,6.1,2.6,1750
Lisle,48125,New York,6.4,5.3,6.0,5.3,2.3,3.4,21.4,9.8,15.0,15.4,9.4,4.9,0.8,266
Lakewood,48092,New York,5.6,3.9,6.5,3.9,6.2,6.6,8.4,9.5,14.1,15.6,10.8,8.6,4.2,2978
Manchester,48083,New York,3.4,7.2,6.6,7.2,4.7,5.5,15.8,7.3,13.3,18.2,6.4,7.4,4.4,1691
Saugerties,48054,New York,3.6,5.8,4.2,5.8,9.2,7.1,10.9,14.1,16.1,14.6,8.0,4.0,2.4,3930
Northwest Ithaca,48036,New York,4.8,4.5,1.0,4.5,2.6,7.4,21.3,7.8,7.0,13.6,10.0,10.6,9.5,1156
West Carthage,47898,New York,8.7,5.4,5.1,5.4,6.0,10.9,16.7,16.0,10.5,7.6,6.3,4.5,2.3,1897
Canastota,47868,New York,7.2,8.0,4.7,8.0,5.0,7.2,17.6,10.6,14.1,12.1,7.3,3.9,2.5,4741
Naples,47857,New York,5.1,4.5,7.5,4.5,5.7,6.7,10.8,13.3,15.7,14.2,9.2,5.2,2.1,1187
Avoca,47833,New York,5.8,4.6,5.9,4.6,9.3,4.5,12.9,16.9,12.2,12.6,8.7,5.2,1.5,957
Richmondville,47778,New York,4.6,9.9,8.0,9.9,6.2,3.3,15.6,12.5,10.3,14.5,9.6,4.6,0.8,996
Athens,47738,New York,4.6,3.5,4.1,3.5,4.7,4.3,11.2,11.0,15.9,16.5,12.9,9.6,1.8,1432
Northville,47614,New York,5.2,10.5,4.4,10.5,5.0,6.3,12.9,10.1,13.2,13.0,10.7,7.5,1.4,1112
North Tonawanda,47604,New York,5.3,5.1,5.4,5.1,5.1,7.0,13.5,11.5,15.9,14.6,7.3,6.6,2.7,31245
Hadley,47500,New York,1.4,3.2,7.0,3.2,5.0,3.0,3.4,23.8,20.4,13.9,9.8,5.0,4.1,857
Rhinebeck,47500,New York,2.2,6.7,7.3,6.7,4.0,7.4,4.9,12.5,16.6,12.8,14.0,6.2,5.5,2642
East Rochester,47492,New York,5.8,6.3,8.8,6.3,5.9,3.2,17.5,16.3,13.0,11.6,6.3,3.5,1.9,6687
Newark Valley,47404,New York,5.7,6.0,8.8,6.0,9.4,4.8,12.8,7.1,16.9,12.9,7.0,6.6,2.0,1093
Groveland Station,47375,New York,7.1,7.1,6.8,7.1,12.1,7.5,11.1,13.6,20.0,7.1,3.2,1.1,3.2,280
Sharon Springs,47292,New York,5.0,5.0,4.8,5.0,4.6,6.3,14.9,8.8,22.9,15.7,4.8,5.7,1.5,477
Corfu,47188,New York,4.2,6.7,4.7,6.7,9.5,6.1,8.7,11.7,16.0,11.6,11.5,7.6,1.8,792
Hoosick Falls,47188,New York,4.5,4.7,6.8,4.7,9.2,6.1,9.6,13.7,16.2,10.6,9.7,5.4,3.4,3459
Warrensburg,47108,New York,6.4,5.4,6.9,5.4,7.8,4.0,12.7,13.0,14.5,14.3,7.8,5.9,1.2,3226
Springville,47101,New York,7.5,3.8,7.3,3.8,5.5,3.8,11.9,11.8,15.4,12.0,7.1,6.6,7.2,4318
Bloomingburg,47083,New York,5.5,5.1,6.0,5.1,13.0,9.1,13.5,9.9,11.9,11.0,10.6,4.2,0.2,453
Andover,47054,New York,6.7,4.5,6.3,4.5,3.7,4.0,14.4,13.6,10.8,16.4,10.8,7.3,1.4,860
Lime Lake,47031,New York,8.6,1.2,8.6,1.2,6.1,3.0,10.5,6.2,12.6,12.7,9.1,11.5,10.1,725
Middleport,46979,New York,7.7,7.6,8.5,7.6,4.8,5.3,12.9,13.2,15.4,9.6,8.3,4.4,2.5,1706
Oneida,46958,New York,6.1,5.5,5.9,5.5,6.0,8.0,11.1,13.6,13.8,16.0,6.7,4.9,2.5,11290
Homer,46917,New York,5.3,9.9,8.1,9.9,3.7,7.2,11.5,16.8,12.0,11.0,8.9,4.1,1.5,3250
Oxford,46823,New York,6.1,4.5,9.3,4.5,7.0,6.7,10.0,11.2,16.9,13.8,7.5,5.6,1.5,1565
Gainesville,46750,New York,1.8,4.0,3.1,4.0,12.7,3.1,9.7,10.5,22.4,14.5,6.1,11.4,0.9,228
Richville,46719,New York,17.9,5.8,6.8,5.8,4.6,9.7,12.6,13.8,10.9,11.1,4.8,1.5,0.5,413
Akron,46711,New York,4.3,3.9,7.4,3.9,8.0,6.4,8.0,14.7,15.0,17.1,5.5,7.0,2.6,2850
Lake Placid,46693,New York,5.4,5.9,4.1,5.9,6.9,7.6,12.7,14.6,17.2,8.2,8.5,6.1,3.0,2356
Herrings,46667,New York,2.4,4.7,7.1,4.7,7.1,3.5,17.7,8.2,12.9,16.5,15.3,3.5,1.2,85
Prospect,46667,New York,7.8,8.6,6.0,8.6,5.2,0.9,17.7,7.3,16.0,11.2,10.8,8.2,0.4,232
Copenhagen,46635,New York,4.8,3.5,1.7,3.5,6.2,14.8,21.4,5.1,11.7,9.7,16.3,3.8,1.1,547
Hartwick,46500,New York,6.2,5.0,3.3,5.0,11.2,7.4,10.3,5.5,19.7,22.1,5.5,3.3,0.7,583
North Syracuse,46470,New York,6.9,4.2,4.3,4.2,3.9,4.5,16.0,12.2,14.0,13.8,9.0,8.0,3.4,6659
Central Square,46435,New York,7.3,6.1,5.4,6.1,5.8,5.9,14.3,10.1,15.2,14.3,7.5,7.7,0.5,1944
Chestertown,46300,New York,8.5,5.3,15.7,5.3,5.6,3.3,7.9,14.7,15.1,14.6,2.7,1.9,4.6,1033
Cleveland,46250,New York,4.6,8.5,6.3,8.5,4.1,7.0,8.9,8.9,19.3,17.0,10.7,2.7,2.2,813
Red Creek,46250,New York,11.9,12.9,8.0,12.9,6.4,2.2,15.4,8.6,10.3,11.3,9.7,2.7,0.6,629
Bliss,46154,New York,6.8,7.0,5.8,7.0,8.4,6.6,10.8,12.0,19.6,9.0,7.7,5.2,1.1,557
Spring Valley,46142,New York,11.4,9.4,8.3,9.4,7.3,6.6,17.0,12.9,11.0,8.2,5.1,1.9,0.8,32007
Gasport,46113,New York,8.9,7.2,5.7,7.2,5.4,9.0,12.2,10.5,11.1,16.4,6.5,2.6,4.5,994
Morris,46111,New York,2.1,2.3,2.1,2.3,5.9,6.5,2.6,14.5,24.3,13.2,16.5,3.9,6.2,387
Limestone,46042,New York,6.8,4.1,13.6,4.1,8.0,5.4,8.8,21.7,14.4,6.3,6.1,4.1,0.7,411
Tonawanda,46026,New York,5.6,4.7,4.9,4.7,5.8,5.9,17.0,10.3,15.5,13.4,9.8,5.5,1.8,15048
Canton,45987,New York,2.3,3.0,2.7,3.0,24.0,27.2,10.5,7.4,7.3,7.1,5.5,2.4,0.7,6600
Odessa,45987,New York,6.2,5.4,4.7,5.4,6.5,9.0,10.5,12.5,19.2,10.5,9.2,5.6,0.9,666
Van Etten,45938,New York,5.4,6.1,9.3,6.1,10.2,7.7,9.3,11.8,18.3,12.5,3.1,4.7,1.6,558
Canajoharie,45898,New York,5.1,6.2,9.2,6.2,6.7,7.9,12.0,8.4,13.8,11.9,5.1,6.8,7.0,2192
Marathon,45893,New York,6.6,6.3,4.8,6.3,7.2,7.0,12.7,11.3,16.6,13.1,8.0,5.6,0.9,1081
Riverside,45875,New York,4.3,9.2,10.8,9.2,6.2,6.3,11.6,15.5,12.5,9.7,7.9,5.1,1.0,631
Cuba,45865,New York,7.4,3.9,3.9,3.9,5.7,8.6,15.0,11.4,13.9,12.1,6.6,6.4,5.2,1648
Plattekill,45852,New York,1.6,9.0,4.2,9.0,10.7,6.0,13.7,18.4,20.0,7.9,6.0,1.7,1.0,1463
Baldwinsville,45833,New York,4.4,6.9,7.2,6.9,6.0,3.8,12.3,10.6,14.8,13.1,8.7,7.6,4.7,7655
Lima,45833,New York,4.1,8.1,6.0,8.1,12.0,7.2,10.8,13.1,13.8,10.7,7.5,5.2,1.5,2487
Schaghticoke,45795,New York,11.7,11.7,4.0,11.7,5.1,8.4,13.0,14.1,13.8,7.4,4.9,4.8,1.2,608
Seneca Falls,45754,New York,5.3,6.4,4.7,6.4,5.0,6.3,13.4,15.1,15.4,11.3,9.0,5.8,2.3,6533
Whitesboro,45729,New York,7.0,7.2,2.7,7.2,6.8,5.3,16.8,8.2,13.7,14.4,8.0,6.1,4.0,3749
Fredonia,45714,New York,4.2,3.1,3.8,3.1,18.1,19.7,9.1,7.2,8.7,12.8,6.9,4.5,1.9,10988
Lyncourt,45658,New York,6.7,4.8,4.4,4.8,4.2,6.9,8.7,14.6,18.0,13.2,8.7,4.3,5.4,4267
Cape Vincent,45625,New York,5.7,1.1,6.5,1.1,4.0,7.4,4.8,9.6,10.1,13.9,20.4,10.5,6.0,647
Clayville,45625,New York,8.8,4.1,3.6,4.1,3.6,9.0,19.9,10.3,15.0,16.8,3.4,3.4,2.1,387
Interlaken,45625,New York,3.3,6.4,6.3,6.4,7.4,9.3,16.3,10.5,13.6,9.6,9.7,3.5,4.2,638
Belmont,45568,New York,6.7,6.5,7.3,6.5,5.7,2.5,11.3,16.6,12.4,13.6,9.5,5.0,2.9,1031
Philadelphia,45469,New York,14.7,7.6,6.2,7.6,3.4,12.3,21.8,7.1,8.3,7.4,5.5,5.3,0.5,1138
Cherry Creek,45417,New York,4.6,6.3,13.1,6.3,6.5,5.2,8.3,9.0,17.9,13.5,11.7,2.7,1.3,480
Allegany,45313,New York,2.7,4.8,5.5,4.8,5.9,24.6,6.9,9.0,12.6,13.3,9.8,3.5,1.5,1868
Lorenz Park,45273,New York,1.3,9.1,10.5,9.1,4.9,4.4,8.7,15.0,17.6,6.8,9.7,7.1,5.0,2253
Adams,45250,New York,4.5,7.1,8.5,7.1,6.3,6.4,13.4,10.4,15.3,13.6,7.4,4.9,2.3,1612
Dresden,45250,New York,4.1,4.8,13.6,4.8,4.1,8.4,12.0,17.0,12.4,13.1,4.1,6.3,0.2,442
Cattaraugus,45227,New York,6.6,6.0,6.6,6.0,5.2,3.7,12.8,10.9,17.1,13.7,8.6,5.3,3.6,1042
Tully,45040,New York,7.0,3.6,5.9,3.6,10.3,5.6,18.7,10.3,9.9,12.0,10.0,4.2,2.4,1037
Canandaigua,45036,New York,3.8,6.1,6.1,6.1,5.5,7.8,13.8,10.1,16.9,11.4,8.4,7.0,3.2,10532
Cato,45000,New York,11.9,8.3,5.9,8.3,7.7,9.2,17.9,11.0,9.8,7.5,4.2,4.8,2.0,665
Prattsville,45000,New York,3.6,1.8,11.8,1.8,8.2,6.8,5.7,5.4,20.4,12.2,9.7,7.9,6.5,279
Rushville,45000,New York,7.2,3.9,6.4,3.9,4.9,11.7,11.6,11.0,19.8,11.6,6.2,3.6,2.2,692
Tivoli,45000,New York,3.6,3.6,6.9,3.6,4.9,25.1,8.0,10.2,11.0,11.1,7.3,7.7,0.7,1091
Port Byron,44886,New York,8.7,4.8,8.2,4.8,8.3,13.2,9.2,12.8,12.1,9.0,8.5,3.7,1.5,1387
Ellenville,44861,New York,8.9,8.8,8.5,8.8,7.9,7.0,8.4,13.7,12.7,11.6,8.4,2.4,1.7,4126
Bainbridge,44811,New York,6.4,8.2,4.9,8.2,4.7,7.1,10.6,12.8,12.6,12.9,12.6,5.3,1.9,1337
Salem,44750,New York,5.5,6.7,4.7,6.7,6.5,6.7,12.5,9.7,13.3,13.8,10.3,8.2,2.0,833
Corinth,44706,New York,8.9,8.5,6.5,8.5,7.8,4.4,14.8,15.8,9.7,10.8,7.1,3.8,2.1,2554
Rome,44694,New York,6.0,5.4,5.1,5.4,5.6,7.0,13.1,13.5,13.1,14.3,8.5,5.9,2.7,33161
Owego,44655,New York,2.7,3.6,4.5,3.6,10.7,8.1,15.4,13.7,12.4,14.3,4.9,6.1,3.6,3819
Brewster,44583,New York,5.9,8.4,3.6,8.4,4.1,8.3,19.4,22.3,11.2,7.4,4.4,3.3,1.7,2350
Colton,44583,New York,11.4,7.4,2.0,7.4,3.6,1.0,16.0,9.6,19.8,16.2,5.3,1.8,5.8,394
Oneida Castle,44563,New York,8.6,5.0,4.9,5.0,5.2,8.2,15.9,12.9,12.3,10.7,10.7,3.0,2.6,698
Cohoes,44534,New York,5.4,5.8,4.1,5.8,4.5,7.5,14.3,12.9,14.5,13.5,8.5,5.4,3.7,16195
Sandy Creek,44500,New York,11.5,8.1,4.1,8.1,10.5,2.9,18.4,15.0,10.1,8.3,5.3,5.3,0.5,799
Perry,44496,New York,9.1,3.9,9.5,3.9,6.2,5.7,16.2,10.3,8.9,13.4,10.1,3.9,2.8,3383
Mattydale,44482,New York,5.9,6.2,9.2,6.2,8.3,5.7,14.8,14.9,13.1,9.2,7.6,3.8,1.3,6741
Clifton Springs,44375,New York,7.0,9.3,6.7,9.3,4.3,6.1,11.2,11.0,13.6,9.9,8.8,5.9,6.3,2293
Glens Falls,44341,New York,4.9,4.7,5.3,4.7,5.2,6.9,16.9,13.9,16.7,12.5,7.6,3.6,2.0,14574
Arcade,44323,New York,2.7,8.3,10.7,8.3,8.3,5.9,16.2,11.7,15.6,11.9,4.3,2.7,1.7,2187
Jeffersonville,44261,New York,5.4,6.0,4.5,6.0,2.7,2.7,11.4,8.7,12.3,21.6,13.2,8.1,3.6,334
Watervliet,44159,New York,5.6,6.2,6.0,6.2,5.1,10.7,16.5,14.4,12.7,10.5,6.3,3.8,2.3,10250
Saranac Lake,44097,New York,4.6,4.4,8.2,4.4,6.8,5.7,11.1,12.8,17.1,15.1,5.7,4.6,3.9,6055
Cherry Valley,44083,New York,3.4,2.1,5.0,2.1,6.5,7.3,12.9,7.3,20.3,12.3,17.0,4.5,1.7,537
Vernon,43929,New York,1.3,4.7,6.4,4.7,5.8,9.3,18.5,12.1,10.7,13.5,10.7,4.2,2.9,1079
Trumansburg,43893,New York,3.4,7.8,6.7,7.8,4.7,6.2,9.5,16.3,13.0,11.8,14.0,4.4,2.4,1723
Elmira Heights,43750,New York,8.8,5.6,7.7,5.6,7.0,7.0,17.3,10.2,12.0,11.6,5.9,3.8,3.2,4111
Ovid,43750,New York,6.6,5.0,6.0,5.0,7.6,6.3,17.3,8.1,11.0,17.3,6.5,5.2,3.4,620
Whitney Point,43750,New York,6.0,9.0,7.7,9.0,9.1,4.7,12.0,17.1,5.7,10.0,12.8,4.0,1.9,1016
Earlville,43676,New York,8.8,6.9,9.5,6.9,8.0,9.2,11.3,13.1,12.9,8.8,4.2,5.1,2.2,984
Westfield,43500,New York,7.9,5.8,6.5,5.8,5.1,4.3,8.0,16.6,13.5,12.3,10.7,7.4,2.2,3571
North Rose,43475,New York,6.5,7.8,4.5,7.8,3.8,2.9,16.3,7.9,21.3,16.3,7.9,4.0,0.9,694
Blasdell,43409,New York,4.6,7.2,6.5,7.2,5.3,10.8,12.9,12.4,16.5,11.9,5.7,5.0,1.2,2565
Waterville,43359,New York,6.2,5.6,3.6,5.6,6.5,5.3,18.7,6.8,15.2,11.9,8.8,5.3,6.1,1618
Mechanicville,43355,New York,6.2,4.8,7.1,4.8,7.0,12.0,13.5,12.7,13.1,11.7,5.6,3.6,2.6,5207
Arlington,43327,New York,2.9,5.0,6.7,5.0,17.3,12.2,12.3,13.9,9.4,7.5,7.1,4.1,1.8,4033
Southport,43252,New York,4.5,5.6,7.4,5.6,7.9,3.6,10.0,11.6,16.3,15.7,9.0,5.1,3.5,7145
Celoron,43239,New York,5.7,4.1,5.6,4.1,5.8,10.7,11.1,11.4,12.0,14.3,11.0,4.7,3.6,1078
Carthage,42930,New York,10.8,8.8,7.6,8.8,5.2,9.4,11.3,17.8,7.5,11.9,4.5,3.2,2.0,3689
Silver Creek,42798,New York,7.0,7.9,6.9,7.9,6.5,5.2,12.9,14.7,12.9,14.7,5.5,4.2,1.7,2607
Burke,42750,New York,6.0,7.8,8.4,7.8,1.2,3.0,7.8,10.8,13.9,21.7,15.1,3.0,1.2,166
Roscoe,42639,New York,7.1,3.2,4.0,3.2,2.3,5.1,11.0,9.5,15.2,23.8,5.2,7.1,6.6,652
Mohawk,42632,New York,5.2,7.3,4.3,7.3,6.8,7.0,12.8,12.0,14.9,12.6,8.1,5.5,3.6,2632
Sodus,42576,New York,11.2,8.3,6.0,8.3,5.2,8.6,16.2,8.4,16.0,11.0,4.2,2.7,2.3,2226
Marion,42543,New York,5.9,6.8,8.5,6.8,10.9,1.3,14.9,9.7,13.7,9.7,10.1,4.6,3.9,1522
Castorland,42500,New York,8.2,11.2,5.7,11.2,4.0,5.0,6.0,14.2,5.5,8.0,14.5,15.2,2.5,401
Clyde,42500,New York,8.1,8.8,9.3,8.8,9.5,6.5,8.9,9.4,14.2,12.7,6.0,4.8,1.8,1987
Lyons Falls,42500,New York,6.7,8.4,8.3,8.4,4.9,3.0,12.1,9.7,13.5,12.2,11.3,7.4,2.5,761
Nelliston,42500,New York,2.1,8.2,2.2,8.2,3.8,5.5,13.0,8.6,19.2,15.1,9.3,8.2,4.8,583
Richburg,42500,New York,9.3,6.1,11.0,6.1,4.9,5.2,11.9,19.4,11.9,9.9,2.1,7.0,1.2,670
Star Lake,42500,New York,6.4,5.5,4.7,5.5,13.5,13.9,5.9,7.8,12.9,13.0,11.7,2.4,2.3,921
Norwood,42426,New York,7.6,6.3,7.5,6.3,2.7,7.5,13.2,12.6,8.9,14.9,12.0,5.1,1.7,1498
Morrisville,42422,New York,3.3,1.2,1.1,1.2,34.1,33.9,7.4,1.4,3.7,3.3,3.5,4.2,3.0,2053
Middleburgh,42400,New York,4.6,6.5,2.8,6.5,7.6,10.2,11.2,10.5,15.8,15.1,9.1,4.1,2.6,1458
Romulus,42344,New York,8.6,7.8,7.8,7.8,9.1,6.1,6.5,10.2,23.6,8.2,10.2,1.0,1.1,619
Sinclairville,42344,New York,4.8,8.7,12.6,8.7,6.5,2.0,8.9,13.1,16.5,9.2,10.7,6.1,0.9,587
Fort Covington Hamlet,42277,New York,5.1,7.1,9.9,7.1,7.1,3.3,13.9,9.2,17.6,15.1,5.4,5.3,1.0,1542
Tannersville,42266,New York,7.2,14.6,11.1,14.6,5.4,3.9,9.9,15.4,7.9,12.3,9.1,2.7,0.7,596
Hobart,42250,New York,9.9,5.6,3.9,5.6,5.4,7.0,16.7,6.0,16.7,14.2,8.5,5.2,0.8,515
Dolgeville,42218,New York,6.1,8.2,7.1,8.2,7.0,3.3,12.9,11.5,11.0,14.6,10.8,5.2,2.2,2086
Deferiet,42083,New York,4.0,5.1,7.0,5.1,9.5,5.9,17.2,10.6,18.3,8.8,7.3,4.4,1.8,273
Plattsburgh West,42009,New York,6.8,3.4,5.8,3.4,7.0,7.1,14.8,15.1,15.2,11.5,9.5,2.5,1.4,1462
