City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Gulf Stream,250001,Florida,1.6,4.0,7.5,4.0,4.7,2.1,2.0,8.6,15.9,18.6,22.6,8.4,3.9,747
Golf,250001,Florida,1.8,0.9,3.7,0.9,1.4,0.9,3.2,0.5,7.8,16.1,19.7,29.8,14.2,218
North Key Largo,167625,Florida,3.2,3.2,0.5,3.2,0.5,5.5,3.0,4.0,6.9,25.9,26.3,16.8,4.2,1242
Windermere,157708,Florida,5.8,6.5,8.1,6.5,8.0,4.4,2.2,11.7,24.6,12.7,8.9,4.8,2.4,3038
Pinecrest,154957,Florida,5.3,7.5,9.0,7.5,8.4,6.9,7.9,12.5,15.7,14.4,6.5,4.2,1.7,18914
Golden Beach,148125,Florida,5.2,6.3,11.5,6.3,11.9,3.8,6.4,11.5,17.9,15.2,6.1,2.9,1.2,653
Palm Beach,143393,Florida,1.3,1.9,2.1,1.9,1.7,1.0,1.3,6.1,10.3,17.6,22.5,19.0,15.2,8344
Highland Beach,143192,Florida,0.4,2.2,1.1,2.2,2.0,4.1,4.6,4.8,9.5,20.0,27.0,19.8,4.6,3614
Jupiter Inlet Colony,142500,Florida,0.7,11.0,11.4,11.0,2.2,0.7,0.7,10.5,16.8,17.5,14.4,8.3,5.8,411
Sanibel,138194,Florida,1.7,1.8,3.0,1.8,1.9,1.3,3.7,3.9,11.1,20.4,31.8,13.8,5.7,6761
Ocean Ridge,133194,Florida,5.6,1.6,3.7,1.6,3.1,1.2,8.0,7.6,17.3,16.4,14.0,13.2,8.2,1754
Saint Leo,132500,Florida,0.6,1.3,0.8,1.3,46.7,31.4,2.1,2.0,3.8,5.3,3.8,1.4,0.9,1272
Parkland,131509,Florida,7.1,7.4,10.9,7.4,8.7,4.5,8.2,16.2,16.6,12.5,5.5,1.2,1.1,25895
Key Biscayne,131429,Florida,6.7,11.5,9.2,11.5,6.1,3.1,6.5,15.4,13.9,9.6,10.0,6.0,2.2,12774
Lake Butler CDP,129304,Florida,5.3,7.1,10.7,7.1,5.3,7.5,9.4,15.2,16.2,13.8,6.5,2.5,0.6,16053
Pine Ridge CDP,126563,Florida,1.6,4.3,7.8,4.3,7.8,2.9,2.7,9.3,17.9,16.3,15.6,5.9,7.9,1993
Coral Gables,126264,Florida,5.3,4.2,4.9,4.2,10.6,8.5,10.6,13.0,14.3,12.4,9.1,4.5,2.6,49319
Keystone,125921,Florida,4.8,7.4,8.2,7.4,6.9,4.8,5.7,14.1,20.3,15.2,7.9,3.5,1.3,22678
Sea Ranch Lakes,121806,Florida,6.8,7.1,7.6,7.1,6.5,2.7,4.1,12.8,14.1,14.9,9.5,11.5,2.4,737
Longboat Key,121689,Florida,0.9,0.6,0.8,0.6,1.1,1.1,2.0,1.9,7.8,18.7,27.7,27.2,10.4,7003
Fish Hawk,116450,Florida,6.5,8.8,15.0,8.8,8.9,2.9,7.2,21.8,16.1,6.7,4.5,1.3,0.4,15823
Palmetto Bay,116118,Florida,5.0,6.1,8.8,6.1,10.5,6.0,7.9,12.4,16.7,13.7,7.4,3.5,2.1,24214
Palm Valley,114596,Florida,3.4,3.9,6.9,3.9,8.4,3.9,9.5,9.5,19.3,16.4,9.6,6.5,2.7,20888
South Beach,113036,Florida,1.5,0.3,1.6,0.3,4.4,3.6,1.7,4.5,10.9,18.7,26.1,22.7,3.9,3432
Naples,112865,Florida,2.4,2.2,3.6,2.2,2.0,2.1,3.8,6.1,9.7,18.7,26.0,15.6,7.7,20214
Westchase,111508,Florida,8.1,9.2,7.8,9.2,4.7,3.2,15.4,19.0,13.9,9.5,5.6,2.0,1.8,22897
Tierra Verde,109706,Florida,2.2,4.1,2.1,4.1,2.4,3.1,5.2,9.3,18.0,20.4,20.1,11.6,1.5,3227
Heathrow,107059,Florida,4.4,5.2,5.5,5.2,2.5,2.2,9.5,19.0,16.3,14.5,12.7,5.6,2.6,5943
Southwest Ranches,106875,Florida,5.4,2.7,7.2,2.7,7.9,7.6,9.3,13.4,19.4,12.7,8.9,4.0,1.6,7583
Lighthouse Point,104857,Florida,5.5,2.9,5.0,2.9,3.8,2.8,9.9,12.3,15.7,20.3,12.4,6.7,2.7,10693
Gulf Breeze,104398,Florida,3.9,6.7,8.8,6.7,7.4,7.3,9.5,7.9,17.8,15.2,9.4,4.6,1.6,5984
Fruit Cove,103860,Florida,3.7,7.1,9.4,7.1,10.1,5.6,6.5,15.1,18.1,13.1,7.1,3.0,1.3,30770
Juno Beach,103585,Florida,1.9,0.6,1.4,0.6,1.0,0.9,7.4,3.9,11.6,19.7,23.2,12.3,16.0,3267
Harbor Bluffs,102961,Florida,6.0,4.1,2.1,4.1,8.3,2.2,4.2,9.1,16.6,17.2,14.5,12.0,3.8,2821
Weston,102821,Florida,4.6,7.9,11.1,7.9,9.4,5.0,6.8,16.1,19.5,10.9,4.9,2.7,1.1,67567
Sawgrass,101855,Florida,2.2,3.8,6.2,3.8,2.2,3.6,8.1,8.3,10.3,23.6,15.9,13.5,2.3,5089
Grenelefe,101313,Florida,9.8,1.6,8.3,1.6,6.6,7.4,5.0,13.4,17.0,15.7,6.7,2.4,6.3,1813
Miramar Beach,100833,Florida,2.2,3.7,2.0,3.7,1.5,5.2,11.8,11.5,11.2,19.5,20.4,8.0,3.1,6835
Lake Mary,100625,Florida,4.4,4.8,6.7,4.8,6.7,4.7,10.9,11.7,20.8,14.6,7.7,4.0,3.0,14605
Glen Ridge,100250,Florida,2.0,4.5,5.5,4.5,10.6,6.0,13.6,8.5,14.6,23.1,7.5,2.5,1.5,199
Siesta Key,100188,Florida,3.9,1.8,3.0,1.8,1.5,1.5,4.8,5.3,12.7,21.8,24.8,14.9,4.1,6158
Fleming Island,100068,Florida,4.5,6.4,9.2,6.4,9.1,6.5,7.2,13.3,19.2,11.2,7.5,4.3,1.5,29656
Cooper City,99910,Florida,5.3,7.1,7.6,7.1,8.1,5.9,11.2,13.3,17.0,14.9,5.9,2.6,1.2,32058
Gateway,98990,Florida,6.0,4.5,7.3,4.5,9.2,4.6,12.2,13.7,11.7,13.8,12.0,4.2,0.9,8226
Celebration,98782,Florida,5.7,6.6,9.0,6.6,5.6,5.7,10.1,15.8,13.9,14.0,10.5,2.1,1.1,7111
Maitland,97512,Florida,4.6,5.7,5.3,5.7,6.0,4.7,19.5,10.2,16.5,12.2,7.5,5.5,2.5,16273
Jupiter Farms,96728,Florida,5.2,4.7,7.6,4.7,7.8,4.8,7.2,12.6,19.1,18.6,7.4,3.2,2.0,11803
Palm Shores,95875,Florida,5.2,6.0,7.5,6.0,2.4,7.3,9.2,13.2,22.4,16.4,5.6,3.8,1.1,1125
Bay Hill,95655,Florida,4.9,4.2,6.6,4.2,8.1,6.4,7.9,8.8,21.3,16.8,10.1,3.4,1.4,5704
Winter Park,95536,Florida,4.7,6.2,5.1,6.2,7.3,8.8,10.6,10.5,13.5,14.0,8.9,6.1,4.3,28771
Viera West,95380,Florida,7.6,7.6,6.4,7.6,3.8,1.7,9.9,16.1,13.9,12.6,16.4,3.6,0.4,8163
Miami Shores,95022,Florida,6.9,6.0,5.9,6.0,8.1,8.1,12.2,14.6,16.0,9.7,7.1,3.5,2.0,10736
Oakland,94620,Florida,7.1,5.1,10.0,5.1,8.5,5.0,9.4,13.4,19.3,14.9,5.5,1.5,0.3,2652
South Sarasota,94205,Florida,4.4,3.3,2.5,3.3,4.7,4.6,6.5,8.1,17.5,17.2,17.0,9.6,4.7,4531
Nocatee,94202,Florida,6.7,12.9,12.7,12.9,3.6,2.1,8.8,21.2,13.7,8.6,5.9,2.8,1.0,5923
South Patrick Shores,93848,Florida,2.0,5.4,5.4,5.4,5.4,8.4,6.0,10.3,18.4,16.7,13.0,7.2,2.0,6173
Lutz,93827,Florida,4.2,7.8,7.0,7.8,6.5,5.1,10.5,12.1,16.9,15.9,8.2,4.0,2.1,20184
Boca Raton,93766,Florida,3.8,4.3,5.2,4.3,8.0,6.7,9.8,11.0,15.0,14.2,11.3,7.4,3.4,88187
Neptune Beach,93750,Florida,3.9,2.8,7.2,2.8,6.5,7.5,12.4,11.1,13.4,16.7,8.8,5.7,4.1,6733
Country Walk,93571,Florida,5.5,8.2,7.5,8.2,8.4,6.0,11.8,16.9,16.1,9.4,6.1,3.5,0.7,17156
Feather Sound,93567,Florida,4.1,4.5,5.8,4.5,1.9,2.8,18.2,16.2,18.4,13.5,9.6,4.4,0.6,3235
Shalimar,93125,Florida,6.5,4.2,2.2,4.2,6.9,11.2,6.1,10.9,15.9,17.7,10.5,6.8,1.1,723
Palm City,92919,Florida,3.1,4.6,6.8,4.6,6.5,4.3,4.5,10.2,17.4,14.8,13.7,9.8,4.5,23380
Belleair,92557,Florida,5.8,4.3,7.3,4.3,6.7,2.4,3.9,11.0,17.7,12.4,13.2,10.7,4.7,3903
Oviedo,91727,Florida,6.1,8.5,8.6,8.5,7.6,7.4,13.4,14.7,16.0,10.6,4.0,2.0,1.3,35602
East Lake,90914,Florida,3.7,5.4,6.0,5.4,6.9,3.8,7.2,10.4,17.7,16.5,12.4,7.5,2.5,32335
Belleair Beach,90893,Florida,4.3,3.7,4.3,3.7,3.7,1.3,5.0,8.0,15.4,18.8,18.8,11.9,4.7,1705
Whiskey Creek,90662,Florida,2.7,3.9,3.6,3.9,5.7,5.5,7.6,9.6,14.5,15.1,14.2,10.7,6.9,4964
Pebble Creek,90575,Florida,6.4,6.9,9.4,6.9,5.7,6.2,12.0,16.6,13.5,11.8,7.8,2.0,1.8,8388
Belle Isle,90417,Florida,4.4,3.8,5.0,3.8,6.0,7.0,9.6,9.4,25.1,14.0,7.4,6.9,1.3,6265
Lakeland Highlands,90279,Florida,5.0,7.1,6.3,7.1,7.6,5.4,8.9,11.6,14.7,14.7,11.0,5.2,2.4,11649
Wellington,90278,Florida,4.9,6.7,8.6,6.7,8.3,5.9,7.9,14.7,17.7,12.0,8.0,4.1,1.2,59022
Apollo Beach,90060,Florida,7.4,5.9,5.4,5.9,4.9,4.2,10.1,13.8,16.3,17.1,9.3,4.5,1.0,15648
Silver Lake,89875,Florida,6.3,3.5,4.0,3.5,5.7,4.4,13.4,6.3,15.4,22.3,11.9,6.5,0.4,1641
Indian Rocks Beach,89604,Florida,2.6,2.2,3.3,2.2,3.2,4.1,9.3,9.2,22.5,22.2,13.9,5.8,1.7,4153
Palm Beach Gardens,89457,Florida,4.2,4.7,3.9,4.7,4.4,4.4,10.7,12.7,14.1,13.6,14.3,8.9,4.2,50147
Bloomingdale,89144,Florida,4.9,5.6,8.3,5.6,8.6,4.0,11.1,15.0,16.3,14.5,7.4,3.4,0.9,22879
Osprey,89032,Florida,0.7,2.4,7.3,2.4,5.1,1.8,4.9,5.1,16.8,18.4,21.1,12.0,4.5,6223
Atlantis,88750,Florida,3.2,4.2,4.3,4.2,3.0,2.5,4.0,6.5,11.4,10.7,21.5,19.3,9.4,2063
Doctor Phillips,88677,Florida,4.4,5.5,6.0,5.5,7.1,6.3,10.6,14.9,14.7,15.4,8.3,5.6,1.1,12028
Saint Augustine Beach,88157,Florida,4.7,5.8,5.2,5.8,3.7,2.6,11.5,14.9,15.7,14.9,13.0,5.3,2.8,6422
Atlantic Beach,87583,Florida,4.0,3.3,5.3,3.3,7.8,4.4,14.2,11.9,16.9,15.9,8.0,5.8,2.6,12840
Lauderdale By The Sea,87465,Florida,1.9,1.7,1.3,1.7,1.6,3.0,4.4,9.5,16.6,19.7,19.2,13.5,7.6,6241
Wallace,87188,Florida,1.9,3.9,4.2,3.9,5.3,7.3,3.0,11.4,18.3,29.2,8.3,4.5,2.8,1488
Jupiter,87173,Florida,4.8,5.1,6.2,5.1,5.0,2.8,12.6,11.8,14.7,15.1,11.1,7.8,3.1,57625
Biscayne Park,86815,Florida,10.2,4.5,5.3,4.5,2.5,4.1,9.9,22.3,14.7,10.3,10.2,5.6,0.4,3172
Vineyards,86635,Florida,3.9,3.9,2.3,3.9,2.3,4.3,5.5,5.8,10.2,16.1,32.7,10.5,2.6,3643
Cheval,86629,Florida,6.1,11.1,6.0,11.1,6.6,4.5,14.5,13.8,15.6,11.2,5.9,2.6,2.3,10992
San Antonio,86477,Florida,2.0,6.1,9.0,6.1,10.1,5.3,7.5,13.2,20.9,12.5,9.4,3.3,0.8,1062
Lake Clarke Shores,86389,Florida,4.2,4.3,5.5,4.3,2.0,4.9,12.8,9.2,18.5,20.9,8.5,6.9,2.3,3445
Treasure Island,86042,Florida,1.2,2.7,5.4,2.7,3.1,2.8,6.6,9.7,16.9,23.7,18.7,7.1,2.1,6749
Wekiwa Springs,85729,Florida,3.0,5.8,7.7,5.8,7.9,5.9,9.3,12.4,17.7,13.5,9.3,4.1,3.5,23813
Wedgefield,85306,Florida,9.1,8.0,8.0,8.0,6.4,1.6,15.5,15.1,16.6,11.9,6.2,1.0,0.6,7337
Whitfield,84775,Florida,4.7,2.2,3.5,2.2,3.4,5.2,8.9,8.1,22.4,12.5,13.8,10.5,4.8,2762
Palm Springs North,84333,Florida,5.0,7.4,8.8,7.4,6.5,5.3,9.8,15.7,14.8,12.9,8.7,2.5,2.7,5657
Edgewood,84097,Florida,7.1,5.7,2.9,5.7,6.3,3.1,12.7,12.8,19.0,16.2,7.8,4.0,2.5,2624
Indialantic,84000,Florida,1.6,4.7,7.1,4.7,7.5,3.2,7.6,11.5,19.7,15.6,7.5,9.6,4.4,2744
Bal Harbour,83750,Florida,6.5,6.4,4.2,6.4,1.2,3.8,11.3,12.6,9.1,9.9,13.6,10.4,10.9,2605
Melbourne Beach,83750,Florida,2.4,3.7,4.3,3.7,6.5,1.8,14.3,10.8,17.7,17.6,11.0,6.2,3.8,3126
Marco Island,83333,Florida,1.4,3.1,3.0,3.1,3.7,3.0,2.9,6.8,10.0,17.3,26.7,17.0,5.3,16921
Mcgregor,83328,Florida,5.8,3.5,5.5,3.5,5.4,3.7,7.1,12.7,12.9,18.0,15.8,7.3,2.4,7690
Three Oaks,83207,Florida,7.5,7.3,8.5,7.3,5.4,6.2,12.3,16.7,12.5,13.3,6.5,3.0,0.9,3479
Valrico,82870,Florida,5.8,6.6,7.8,6.6,6.9,5.3,10.8,13.8,16.2,13.2,8.0,4.3,1.3,36603
Aventura,82684,Florida,5.4,5.1,5.3,5.1,2.9,2.7,10.9,14.6,12.7,11.0,14.2,10.8,4.5,36979
North Redington Beach,82417,Florida,0.6,3.0,1.8,3.0,3.5,1.6,2.5,6.1,19.4,17.7,24.2,13.6,6.2,1472
World Golf Village,82305,Florida,9.7,9.0,9.0,9.0,5.7,2.6,15.2,15.6,10.9,9.0,8.8,2.1,2.5,13326
Rio Pinar,82292,Florida,4.5,6.0,7.3,6.0,5.7,7.5,6.5,15.6,15.4,13.1,7.8,6.4,4.2,5562
North Palm Beach,82287,Florida,4.0,3.5,3.8,3.5,4.0,3.9,7.5,10.0,17.1,15.3,12.3,12.7,6.0,12272
Saint Pete Beach,82260,Florida,2.0,3.1,3.6,3.1,2.7,3.2,6.2,12.1,18.2,16.4,17.5,10.8,4.3,9408
Tiger Point,81886,Florida,2.3,6.8,5.4,6.8,8.0,2.1,11.2,11.4,21.6,9.2,13.7,6.7,1.6,2932
Oakleaf Plantation,81852,Florida,9.0,11.4,10.4,11.4,9.2,3.3,14.5,18.4,11.9,7.5,3.3,1.0,0.3,22318
Redington Beach,81827,Florida,2.0,4.5,2.9,4.5,5.4,1.9,5.4,10.1,22.4,23.0,15.9,3.3,3.3,1475
Samsula-Spruce Creek,81742,Florida,4.9,3.0,8.5,3.0,2.9,8.9,9.9,6.9,19.0,14.4,15.8,4.9,0.9,5694
Tequesta,81250,Florida,4.5,4.1,6.3,4.1,5.9,2.8,6.5,11.0,20.0,16.6,12.9,7.5,1.9,5756
Estero,81205,Florida,3.1,2.6,3.6,2.6,3.3,4.0,6.2,7.8,8.4,18.7,26.1,13.2,2.9,22649
Viera East,79936,Florida,3.8,4.6,6.8,4.6,6.2,5.0,9.7,11.7,12.3,10.8,14.8,11.2,3.2,10998
Sunset,79740,Florida,5.2,6.3,5.8,6.3,5.0,6.3,12.9,13.0,15.4,12.2,9.1,6.5,2.5,17097
Conway,79714,Florida,4.8,6.3,7.2,6.3,5.7,6.6,11.5,15.7,15.5,13.2,8.4,4.3,1.0,15382
Plantation,79516,Florida,5.9,6.1,5.8,6.1,5.3,5.6,15.0,13.5,15.8,13.2,7.7,4.0,2.2,88486
Grant Valkaria,79468,Florida,1.6,4.3,4.6,4.3,4.8,0.4,5.7,13.5,18.9,20.9,15.9,4.7,4.7,3908
South Miami,79242,Florida,5.4,6.4,7.4,6.4,5.1,9.5,11.9,18.7,11.7,12.9,6.5,2.8,1.7,12036
Surfside,79063,Florida,9.8,7.8,7.5,7.8,2.4,4.7,7.3,17.1,13.8,8.0,10.1,8.1,3.5,5927
Northdale,78995,Florida,4.5,6.3,6.8,6.3,7.2,6.8,10.1,15.3,16.7,14.6,6.9,3.1,1.8,22587
Niceville,78931,Florida,6.4,8.6,5.1,8.6,6.8,5.1,13.2,12.4,15.3,12.7,9.0,4.7,0.6,13562
Jacksonville Beach,78571,Florida,5.2,4.4,5.5,4.4,4.5,5.1,15.8,13.4,17.2,13.9,7.8,4.7,2.6,21822
Winter Springs,78542,Florida,4.4,6.0,6.8,6.0,7.2,6.9,12.2,12.5,15.2,14.6,8.1,4.3,1.9,33673
Holmes Beach,78333,Florida,1.8,3.4,0.6,3.4,2.7,1.2,3.3,10.1,15.2,18.7,21.0,13.8,8.1,3973
Howie In The Hills,77955,Florida,2.8,3.2,3.1,3.2,5.0,2.9,9.5,10.7,15.5,19.1,17.4,8.0,2.9,1089
Satellite Beach,77663,Florida,5.2,7.2,7.1,7.2,4.8,4.7,8.7,13.5,15.9,13.2,11.9,5.7,2.2,10262
Wesley Chapel,77656,Florida,7.0,8.4,9.2,8.4,6.8,4.4,14.0,16.2,14.2,10.0,5.8,3.1,1.0,46935
Royal Palm Beach,77382,Florida,5.1,7.5,8.7,7.5,7.4,7.3,10.4,13.6,16.6,11.8,6.0,4.1,1.6,35482
Trinity,77377,Florida,6.6,6.2,6.9,6.2,5.7,3.2,6.1,15.0,15.8,11.3,14.9,7.3,1.2,10550
Safety Harbor,77290,Florida,3.9,4.0,6.4,4.0,4.9,3.5,9.9,12.6,16.6,16.3,12.1,5.6,4.2,17017
Buckingham,77273,Florida,5.5,4.9,6.2,4.9,4.6,10.0,11.9,13.1,17.0,12.0,7.2,5.3,2.3,4142
Ponce Inlet,76744,Florida,0.8,1.4,4.1,1.4,5.5,2.7,5.6,7.0,8.8,19.7,29.0,12.8,2.4,3053
Havana,76641,Florida,9.0,6.5,7.3,6.5,6.9,3.4,9.0,8.5,14.7,17.3,11.9,4.3,1.3,2244
Doral,76577,Florida,8.8,8.1,8.3,8.1,7.6,5.5,14.4,19.7,14.7,6.8,3.8,1.8,0.6,49363
Kendall,76417,Florida,5.1,5.6,5.4,5.6,6.5,6.4,13.6,12.6,15.2,13.8,7.9,5.7,2.2,78580
Pembroke Pines,76339,Florida,5.7,5.4,7.3,5.4,6.2,6.3,12.9,13.6,15.6,11.6,7.5,5.4,2.5,159920
Big Coppitt Key,76339,Florida,9.2,4.5,2.1,4.5,6.3,1.8,12.6,13.8,18.0,17.7,9.5,1.5,3.1,2397
Verona Walk,76311,Florida,4.2,0.8,3.6,0.8,3.4,1.2,4.3,5.6,9.2,29.3,26.5,11.4,0.6,2375
Hillcrest Heights,76250,Florida,5.0,2.7,5.4,2.7,9.3,3.9,14.3,5.8,19.4,13.6,10.1,7.4,3.1,258
Navarre,76085,Florida,6.2,6.4,8.0,6.4,8.2,7.1,13.4,14.7,16.4,11.0,5.6,2.5,0.6,32586
Villano Beach,75938,Florida,6.8,4.9,3.6,4.9,6.7,8.6,11.7,8.3,14.0,13.5,17.7,3.1,1.2,2808
Montverde,75833,Florida,10.0,8.2,7.1,8.2,8.6,5.3,9.7,18.6,13.0,9.4,5.8,3.4,1.0,1787
Land O Lakes,75804,Florida,5.1,5.4,7.4,5.4,6.0,7.1,11.1,12.0,19.6,12.6,8.9,3.4,1.5,33112
Iona,75772,Florida,2.6,2.6,1.6,2.6,1.2,1.9,6.0,5.3,10.3,16.2,26.3,20.0,6.1,13549
Loxahatchee Groves,75385,Florida,2.7,3.9,4.0,3.9,7.1,5.9,9.4,10.5,23.7,16.0,10.8,2.7,3.4,3263
Miami Lakes,75370,Florida,6.2,6.3,6.7,6.3,6.0,5.7,12.8,16.4,15.9,10.1,7.3,5.0,1.6,30396
Malabar,75242,Florida,6.8,6.7,2.3,6.7,6.7,3.8,7.2,7.6,18.7,19.2,14.3,6.0,0.9,2793
Bay Pines,75117,Florida,2.3,2.1,5.4,2.1,6.0,2.4,11.4,13.5,15.1,16.2,12.8,9.6,3.4,3061
Cudjoe Key,75040,Florida,3.9,4.1,0.8,4.1,0.2,1.5,9.9,9.5,18.9,16.3,14.5,15.3,5.0,1703
Mount Plymouth,75039,Florida,7.5,10.3,3.8,10.3,3.9,5.1,19.1,14.8,15.5,8.9,5.8,4.5,0.9,4991
Glenvar Heights,74805,Florida,3.9,4.6,5.3,4.6,4.4,7.7,15.5,16.0,14.9,12.4,7.6,4.4,3.4,18899
The Acreage,74618,Florida,5.8,5.5,7.7,5.5,7.5,6.7,9.8,15.6,18.5,12.3,6.1,3.4,1.1,37773
Mary Esther,74583,Florida,1.6,1.9,4.9,1.9,4.4,6.8,11.6,11.4,21.6,14.2,12.0,5.7,4.2,4035
The Crossings,74364,Florida,5.9,6.9,5.7,6.9,6.8,6.4,12.4,13.9,14.7,13.3,7.9,3.9,2.3,24313
Lake Sarasota,74198,Florida,6.8,6.3,7.7,6.3,5.2,7.0,11.9,13.6,16.1,12.7,8.2,2.9,1.6,4795
Fort Myers Beach,73953,Florida,0.4,1.5,1.0,1.5,1.3,3.4,3.8,5.8,11.9,22.3,27.9,16.2,4.7,6539
Laurel,73859,Florida,1.8,3.1,4.7,3.1,5.0,1.8,6.1,7.3,15.3,19.9,18.5,9.9,6.7,8888
Davie,73778,Florida,5.8,5.7,7.2,5.7,7.8,7.2,12.9,13.8,17.1,11.0,6.9,3.3,1.3,95721
Lynn Haven,72735,Florida,8.5,6.9,7.0,6.9,6.0,4.0,16.7,14.2,12.2,11.3,7.2,4.3,1.8,19049
Key Vista,72365,Florida,5.7,8.8,11.2,8.8,3.4,1.8,2.4,18.3,8.8,13.5,20.8,3.2,2.0,1640
Carrollwood,72117,Florida,5.4,5.4,5.2,5.4,6.0,8.1,11.3,13.8,15.6,13.8,9.4,4.3,1.7,34254
Coral Springs,71854,Florida,6.5,6.3,7.9,6.3,8.5,7.3,11.9,14.8,16.2,11.7,5.7,2.4,0.9,125150
Butler Beach,71691,Florida,1.4,2.4,3.0,2.4,3.5,5.6,6.0,7.0,14.2,20.7,22.1,10.8,3.4,5709
Midway CDP,71689,Florida,4.9,7.8,6.9,7.8,5.6,5.5,9.2,15.2,15.5,15.4,8.2,4.1,1.8,17640
Richmond West,71661,Florida,5.0,6.2,7.5,6.2,7.7,7.5,11.6,15.0,17.5,10.7,6.3,3.6,1.4,34825
Highland Park,71528,Florida,10.4,5.2,4.2,5.2,4.5,6.2,20.4,5.2,13.2,11.1,15.2,2.1,2.4,289
Lake Magdalene,71434,Florida,4.0,4.3,6.3,4.3,6.2,6.0,12.0,14.4,15.6,14.3,9.6,4.8,2.7,28966
Palm Harbor,71328,Florida,3.4,3.4,5.2,3.4,6.0,4.6,8.5,10.9,15.9,16.6,12.0,8.2,5.5,59007
June Park,71207,Florida,2.7,2.5,5.9,2.5,11.6,6.3,7.7,10.2,22.2,14.6,9.6,4.4,2.5,4059
Destin,71097,Florida,3.6,4.1,5.0,4.1,5.1,7.8,15.3,13.1,15.2,13.6,10.6,4.9,1.9,12840
Riverview,70912,Florida,8.0,8.0,7.0,8.0,6.5,5.5,14.7,16.4,14.5,10.8,5.2,2.8,0.6,76590
Keystone Heights,70893,Florida,8.3,6.4,8.8,6.4,6.1,5.8,9.7,11.8,13.4,13.3,8.2,6.4,1.9,1540
Indian Shores,70625,Florida,1.4,0.4,1.9,0.4,0.9,3.2,6.0,11.8,15.3,18.3,24.1,13.3,3.5,1392
Palm Beach Shores,70500,Florida,0.8,0.6,2.1,0.6,2.6,1.9,5.7,15.1,15.3,16.8,18.6,15.8,4.8,1097
Highland City,70469,Florida,5.1,6.3,8.2,6.3,5.9,3.4,14.7,14.1,17.1,13.4,8.6,2.1,1.2,10040
Punta Gorda,70461,Florida,1.0,1.8,2.1,1.8,2.5,2.5,4.9,4.5,9.6,19.7,26.5,17.7,7.4,16984
Pace,70408,Florida,7.3,7.2,8.8,7.2,6.7,4.8,11.4,14.9,15.9,11.7,7.2,3.2,1.0,21272
Alachua,70338,Florida,8.1,5.9,5.5,5.9,5.8,4.7,15.1,10.6,16.1,11.9,11.0,3.7,1.7,9291
Asbury Lake,70197,Florida,6.8,8.1,8.2,8.1,5.8,6.4,12.7,13.7,15.5,10.9,7.9,3.0,0.9,8165
Cloud Lake,70000,Florida,1.1,4.3,6.5,4.3,6.5,2.2,4.3,16.1,28.0,5.4,11.8,9.7,4.3,93
Plantation CDP,69977,Florida,0.8,0.5,0.9,0.5,1.8,0.7,2.7,1.7,4.7,18.3,34.2,25.4,8.5,4873
Gonzalez,69875,Florida,5.9,8.7,6.2,8.7,6.7,4.5,10.7,11.7,16.4,14.6,9.5,4.5,0.6,13936
Hunters Creek,69652,Florida,5.7,6.6,6.2,6.6,6.9,6.2,15.3,17.5,17.0,11.6,4.4,2.4,0.2,21064
Redington Shores,69625,Florida,1.7,3.6,3.0,3.6,1.1,2.3,9.0,8.7,19.9,22.9,12.8,11.9,3.2,2093
Indian Harbour Beach,69598,Florida,3.4,4.5,6.0,4.5,4.9,4.9,8.2,11.7,17.6,13.6,11.5,9.6,4.2,8254
Winter Garden,69480,Florida,7.9,8.3,7.6,8.3,5.2,6.6,15.0,15.8,14.5,9.3,5.7,2.9,1.1,36826
Valparaiso,69397,Florida,3.6,2.9,3.9,2.9,9.4,21.9,16.0,7.8,10.2,11.9,7.0,3.4,2.1,5109
The Meadows,69335,Florida,2.6,3.1,2.2,3.1,0.3,2.0,4.0,4.0,9.5,17.7,18.4,23.7,12.7,3851
Alafaya,69273,Florida,5.8,9.0,7.3,9.0,7.5,10.0,15.4,16.7,13.0,8.4,4.5,1.9,0.4,85561
Cortez,69256,Florida,1.0,0.4,3.7,0.4,5.9,4.8,2.0,6.9,9.6,19.9,24.4,16.1,5.3,4114
Three Lakes,68853,Florida,9.5,6.6,5.4,6.6,7.1,8.1,16.1,16.8,13.7,8.9,5.6,1.7,0.5,16263
Cutler Bay,68608,Florida,6.9,7.5,6.5,7.5,6.4,6.7,16.3,13.2,15.4,10.1,6.4,3.7,1.1,42573
Fern Park,68500,Florida,4.2,4.8,6.9,4.8,5.6,4.1,9.2,15.8,17.4,15.8,8.7,4.7,2.8,8123
Temple Terrace,68495,Florida,5.7,5.9,6.2,5.9,6.9,10.5,14.7,11.9,14.0,11.7,7.4,3.4,1.8,25098
Rockledge,68384,Florida,4.5,6.4,5.6,6.4,5.2,5.9,11.1,10.0,17.6,14.8,10.4,6.2,2.3,25477
Tavernier,68375,Florida,3.5,4.1,6.2,4.1,7.4,7.6,15.0,5.8,17.7,18.2,8.3,5.4,0.9,2252
