Experiment,College,College_Abbrev,Town,County,State,Latitude,Longitude,Treatment,Preexisting_College,Politics,Existing_Site,Auction,Weather,Other,Year_Experiment,Year_Founded,Year_First_Class,Year_First_Graduates,Public,State_Flagship,Land_Grant,Technical_School,Normal_School,HBCU,Womens_College,Military_Academy,Loser_Receive_Consolation,Consolation_Prize,Value_Consolation,Value_State_Grant,Value_Local_Contribution,Local_Donate_Building,Votes_Received,Number of Ballots,Experiment_Quality
TxT,Texas Tech,TxT,Snyder,Scurry,Texas,32.715556,-100.914444,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,2
TxT,Texas Tech,TxT,Sweetwater,Nolan,Texas,32.468056,-100.407222,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,2
TxT,Texas Tech,TxT,Floydada,Floyd,Texas,33.984444,-101.337778,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Plainview,Hale,Texas,34.191111,-101.718889,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Big Spring,Howard,Texas,32.243333,-101.475278,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Boerne,Kendall,Texas,29.794445,-98.731483,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Lampasas,Lampasas,Texas,31.065833,-98.183333,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Brady,McCulloch,Texas,31.132222,-99.341389,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Menard,Menard,Texas,30.919444,-99.784444,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Brownwood,Brown,Texas,31.708056,-98.9825,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Coleman,Coleman,Texas,31.827778,-99.425556,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Ballinger,Runnels,Texas,31.733333,-99.95,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Paint Rock,Concho,Texas,31.507778,-99.923333,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Miles,Runnels,Texas,31.598889,-100.1825,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,San Angelo,Tom Green,Texas,31.442778,-100.450278,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Midland,Midland,Texas,32,-102.1,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Stanton,Martin,Texas,32.130833,-101.791944,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Colorado City,Mitchell,Texas,32.396111,-100.862222,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Abilene,Taylor,Texas,32.45,-99.75,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Abilene,Jones,Texas,32.45,-99.75,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Buffalo Gap,Taylor,Texas,32.281111,-99.829167,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Clyde,Callahan,Texas,32.4,-99.5,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Cisco,Eastland,Texas,32.384722,-98.981389,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Seymore,Baylor,Texas,33.591667,-99.260833,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Munday,Knox,Texas,33.449167,-99.626111,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Haskell,Haskell,Texas,33.160278,-99.734444,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Stamford,Haskell,Texas,32.949167,-99.79,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Stamford,Jones,Texas,32.949167,-99.79,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Post,Garza,Texas,33.191667,-101.380556,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Wilson,Lynn,Texas,33.316944,-101.724167,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Crosbyton,Crosby,Texas,33.656667,-101.238889,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Spur,Dickens,Texas,33.477778,-100.856944,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Tulia,Swisher,Texas,34.535833,-101.758611,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Amarillo,Potter,Texas,35.199167,-101.845278,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Claude,Armstrong,Texas,35.1075,-101.364167,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Memphis,Hall,Texas,34.726667,-100.541667,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Quanah,Hardeman,Texas,34.295556,-99.741944,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
TxT,Texas Tech,TxT,Vernon,Wilbarger,Texas,34.151111,-99.290556,0,,1,,,,,1923,1923,1925,,1,,,1,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Austin,Travis,Texas,30.266667,-97.733333,1,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,30913,1,2
UTxA,University of Texas Austin,UTxA,Tyler,Smith,Texas,32.35,-95.3,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,18974,1,2
UTxA,University of Texas Austin,UTxA,Thorp Spring,Hood,Texas,32.474,-97.8267,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Caddo Grove,Johnson,Texas,,,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Peak,Johnson,Texas,,,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Lampasas,Lampasas,Texas,31.065833,-98.183333,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Matagorda,Matagorda,Texas,28.690833,-95.9675,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Waco,McLennan,Texas,31.551389,-97.155833,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Williams Ranch,Mills,Texas,31.498056,-98.639444,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Albany,Shackelford,Texas,32.726944,-99.294444,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxA,University of Texas Austin,UTxA,Graham,Young,Texas,33.100833,-98.579167,0,,1,,,,1,1881,1881,1883,,1,1,,,,,,,,,,,,,,,1
UTxMB,University of Texas Medical Branch,UTxMB,Galveston,Galveston,Texas,29.281111,-94.825833,1,,1,,,,,1881,1881,1890,,1,,,1,,,,,,,,,,,29741,1,2
UTxMB,University of Texas Medical Branch,UTxMB,Houston,Harris,Texas,29.762778,-95.383056,0,,1,,,,,1881,1881,1890,,1,,,1,,,,,,,,,,,12586,1,2
USAFA,US Air Force Academy,USAFA,Colorado Springs,El Paso,Colorado,38.833333,-104.816667,1,,,1,,,,1954,1954,1955,1959,1,,,,,,,1,,,,,,,,,2
USAFA,US Air Force Academy,USAFA,Alton,Madison,Illinois,38.900556,-90.159722,0,,,1,,,,1954,1954,1955,1959,1,,,,,,,1,,,,,,,,,2
USAFA,US Air Force Academy,USAFA,Lake Geneva,Walworth,Wisconsin,42.5925,-88.434444,0,,,1,,,,1954,1954,1955,1959,1,,,,,,,1,,,,,,,,,2
USCGA,US Coast Guard Academy,USCGA,New London,New London,Connecticut,41.355556,-72.099444,1,,,,,,,1910,1910,1913,,1,,,,,,,1,,,,,,,,,1
USGCA,US Coast Guard Academy,USGCA,Arundel Cove,Anne Arundel,Maryland,39.199722,-76.567222,0,1,,,,,,1910,1910,1913,,1,,,,,,,1,,,,,,,,,1
USMMA,US Merchant Marine Academy,USMMA,Kings Point,Nassau,New York,40.815556,-73.737778,1,,,1,1,,,1941,1936,1943,1945,1,,,,,,,1,,,,,,1,,,2
USMMA,US Merchant Marine Academy,USMMA,New Bedford,Bristol,Massachusetts,41.636111,-70.934722,0,,,1,1,,,1941,1936,1943,1945,1,,,,,,,1,,,,,,1,,,2
USMMA,US Merchant Marine Academy,USMMA,Groton,New London,Connecticut,41.3485,-72.0775,0,,,1,1,,,1941,1936,1943,1945,1,,,,,,,1,,,,,,,,,1
USMMA,US Merchant Marine Academy,USMMA,Mystic,New London,Connecticut,41.354167,-71.966389,0,,,1,1,,,1941,1936,1943,1945,1,,,,,,,1,,,,,,,,,1
USMMNO,US Merchant Marine Training School New Orleans Region,USMMNO,Pass Christian,Harrison,Mississippi,30.324444,-89.247222,1,,,,,1,,1942,1942,1942,,1,,,,,,,1,,,,,,,,,1
USMMNO,US Merchant Marine Training School New Orleans Region,USMMNO,New Orleans,Orleans,Louisiana,29.95,-90.066667,0,,,,,1,,1942,1942,1942,,1,,,,,,,1,,,,,,,,,1
USMA,United States Military Academy,USMA,West Point,Orange,New York,41.383333,-73.966667,1,,,1,,,,1801,1802,1802,,1,,,,,,,1,,,,,,,,,1
USMA,United States Military Academy,USMA,Carlisle,Cumberland,Pennsylvania,40.2025,-77.195,0,,,1,,,,1801,1802,1802,,1,,,,,,,1,,,,,,,,,1
USMA,United States Military Academy,USMA,Springfield,Hampden,Massachusetts,42.101389,-72.590278,0,,,1,,,,1801,1802,1802,,1,,,,,,,1,,,,,,,,,1
USNA,US Naval Academy,USNA,Annapolis,Anne Arundel,Maryland,38.972944,-76.501158,1,,1,1,,,,1845,1845,1845,,1,,,,,,,1,,,,,,,,,1
USNA,US Naval Academy,USNA,Philadelphia,Philadelphia,Pennsylvania,39.95,-75.166667,0,,1,1,,,,1845,1845,1845,,1,,,,,,,1,,,,,,,,,1
USNWC,US Naval War College,USNWC,Newport,Newport,Rhode Island,41.488056,-71.3125,1,,,1,,,,1884,1884,1885,,1,,,,,,,1,,,,,,,,,1
USNWC,US Naval War College,USNWC,Boston,Suffolk,Massachusetts,42.358056,-71.063611,0,,,1,,,,1884,1884,1885,,1,,,,,,,1,,,,,,,,,1
USNWC,US Naval War College,USNWC,New York City,New York City,New York,40.7127,-74.0059,0,,,1,,,,1884,1884,1885,,1,,,,,,,1,,,,,,,,,1
USNWC,US Naval War College,USNWC,Annapolis,Anne Arundel,Maryland,38.972944,-76.501158,0,,,1,,,,1884,1884,1885,,1,,,,,,,1,,,,,,,,,1
USNWC,US Naval War College,USNWC,Washington,Washington,District of Columbia,38.904722,-77.016389,0,,,1,,,,1884,1884,1885,,1,,,,,,,1,,,,,,,,,1
UtSU,Utah State University,UtSU,Logan,Cache,Utah,41.737778,-111.830833,1,,1,,,,,1888,1888,1890,,1,,1,,,,,,1,Land Grant College,,25000,,,,,2
UtSU,Utah State University,UtSU,,Utah,Utah,40.12,-111.67,0,,1,,,,,1888,1888,1890,,1,,1,,,,,,1,Asylum,,25000,5000,,,,1
UtSU,Utah State University,UtSU,,Weber,Utah,41.3,-111.92,0,,1,,,,,1888,1888,1890,,1,,1,,,,,,1,Reform School,75000,25000,,,,,2
UVt1,University of Vermont,UVt,Burlington,Chittenden,Vermont,44.475833,-73.211944,1,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,4000,,89,,1
UVt1,University of Vermont,UVt,Rutland,Rutland,Vermont,43.608889,-72.979722,0,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,,,24,,1
UVt1,University of Vermont,UVt,Manchester,Bennington,Vermont,43.140833,-73.08,0,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,,,5,,1
UVt1,University of Vermont,UVt,Williamstown,Orange,Vermont,44.116111,-72.540833,0,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,,,5,,1
UVt1,University of Vermont,UVt,Danville,Caledonia,Vermont,44.416667,-72.133333,0,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,,,1,,1
UVt1,University of Vermont,UVt,Castelton,Rutland,Vermont,43.625556,-73.193333,0,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,,,1,,1
UVt1,University of Vermont,UVt,Berlin,Washington,Vermont,44.215278,-72.586111,0,,1,,,,,1791,1791,,,1,1,,,,,,,,,,,,,1,,1
UVt2,University of Vermont,UVt,Burlington,Chittenden,Vermont,44.475833,-73.211944,1,,1,1,,,,1865,1791,,,1,1,1,,,,,,,,,,,,,,1
UVt2,University of Vermont,UVt,Middlebury,Addison,Vermont,44.001944,-73.145556,0,1,1,1,,,,1865,1791,,,1,1,1,,,,,,,,,,,,,,1
UVt2,University of Vermont,UVt,Northfield,Washington,Vermont,44.141111,-72.664444,0,1,1,1,,,,1865,1791,,,1,1,1,,,,,,,,,,,,,,1
ChNewU,Christopher Newport University,ChNewU,Newport News,,Virginia,37.070833,-76.484444,1,,,,1,,,1960,1960,1961,,1,,,,,,,,,,,,,,,,1
ChNewU,Christopher Newport University,ChNewU,Hampton,,Virginia,37.034722,-76.36,0,,,,1,,,1960,1960,1961,,1,,,,,,,,,,,,,,,,1
CWandM,College of William and Mary,CWandM,Williamsburg,York,Virginia,37.270833,-76.706944,1,,,,,,1,1693,1693,1697,,1,,,,,,,,,,,,,,,,1
CWandM,College of William and Mary,CWandM,Henrico,Henrico,Virginia,,,0,,,,,,1,1693,1693,1697,,1,,,,,,,,,,,,,,,,1
CWandM,College of William and Mary,CWandM,Charles City,Charles City,Virginia,37.343611,-77.071111,0,,,,,,1,1693,1693,1697,,1,,,,,,,,,,,,,,,,1
RMC,Randolph-Macon College,RMC,Ashland,Hanover,Virginia,37.759444,-77.477222,1,,,,,,,1868,1830,1868,,,,,,,,,,,,,,,,,,1
RMC,Randolph-Macon College,RMC,Petersburg,Dinwiddie,Virginia,37.212778,-77.400278,0,,,,,,,1868,1830,1868,,,,,,,,,,,,,,,,,,1
RMC,Randolph-Macon College,RMC,Richmond,Chesterfield,Virginia,37.533333,-77.466667,0,,,,,,,1868,1830,1868,,,,,,,,,,,,,,,,,,1
RMC,Randolph-Macon College,RMC,Lynchburg,,Virginia,37.403611,-79.17,0,,,,,,,1868,1830,1868,,,,,,,,,,,,,,,,,,1
RMC,Randolph-Macon College,RMC,Boydton,Mecklenburg,Virginia,36.6676,-78.3875,0,,,,,,,1868,1830,1868,,,,,,,,,,,,,,,,,,1
UVa,University of Virginia,UVa,Charlottesville,Albemarle,Virginia,38.03,-78.478889,1,,1,1,,,,1818,1818,1825,,1,1,,,,,,,,,,,,1,,,1
UVa,University of Virginia,UVa,Lexington,Rockbridge,Virginia,37.783889,-79.442778,0,1,1,1,,,,1818,1818,1825,,1,1,,,,,,,,,,,,,,,1
UVa,University of Virginia,UVa,Staunton,Augusta,Virginia,38.158056,-79.076389,0,,1,1,,,,1818,1818,1825,,1,1,,,,,,,,,,,,,,,1
VaT,Virginia Polytechnic Institute,VaT,Blacksburg,Montgomery,Virginia,37.23,-80.417778,1,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,20000,,1,,3,2
VaT,Virginia Polytechnic Institute,VaT,Charlottesville,Albemarle,Virginia,38.03,-78.478889,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,2
VaT,Virginia Polytechnic Institute,VaT,Lexington,Rockbridge,Virginia,37.783889,-79.442778,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,2
VaT,Virginia Polytechnic Institute,VaT,Richmond,Chesterfield,Virginia,37.533333,-77.466667,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VaT,Virginia Polytechnic Institute,VaT,Salem,Roanoke,Virginia,37.286667,-80.055833,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VaT,Virginia Polytechnic Institute,VaT,Emory,Washington,Virginia,36.788611,-81.828611,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VaT,Virginia Polytechnic Institute,VaT,Ashland,Hanover,Virginia,37.759444,-77.477222,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VaT,Virginia Polytechnic Institute,VaT,Hampton Sydney,Prince Edward,Virginia,37.034722,-76.36,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VaT,Virginia Polytechnic Institute,VaT,New Market,Shenandoah,Virginia,38.644444,-78.673333,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VaT,Virginia Polytechnic Institute,VaT,Fredericksburg,Fredericksburg City,Virginia,38.301806,-77.470833,0,1,1,1,,,,1872,1872,,,1,,1,,,,,,,,,,,1,,3,1
VMI,Virginia Military Institute,VMI,Lexington,Rockbridge,Virginia,37.783889,-79.442778,1,,,1,,,,1836,1836,1839,,1,,,,,,,1,,,,,,1,,,1
VMI,Virginia Military Institute,VMI,,Chesterfield,Virginia,37.38,-77.59,0,,,1,,,,1836,1836,1839,,1,,,,,,,1,,,,,,1,,,1
UWa,University of Washington,UWa,Seattle,King,Washington,47.609722,-122.333056,1,,1,,,,,1861,1861,1861,1876,1,1,,,,,,,1,Public University,,,,1,,,1
UWa,University of Washington,UWa,,Lewis,Washington,46.58,-122.4,0,,1,,,,,1861,1861,1861,1876,1,1,,,,,,,,,,,,1,,,1
UWa,University of Washington,UWa,Port Townsend,Jefferson,Washington,48.116389,-122.775278,0,,1,,,,,1861,1861,1861,1876,1,1,,,,,,,1,Land Office,,,,,,,1
UWa,University of Washington,UWa,Vancouver,Clark,Washington,45.633333,-122.6,0,,1,,,,,1861,1861,1861,1876,1,1,,,,,,,1,Capital,,,,,,,1
UWa,University of Washington,UWa,Walla Walla,Walla Walla,Washington,46.065,-118.330278,0,,1,,,,,1861,1861,1861,1876,1,1,,,,,,,1,Penitentiary,,,,,,,1
WaSU,Washington State University,WaSU,Pullman,Whitman,Washington,46.733333,-117.166667,1,,1,,,,,1891,1890,1892,,1,,1,,,,,,,,,,,,,2,2
WaSU,Washington State University,WaSU,Yakima,Yakima,Washington,46.6,-120.5,0,,1,,,,,1891,1890,1892,,1,,1,,,,,,,,,,,,,2,2
WVT,West Virginia Institute of Technology,WVT,Montgomery,Fayette,West Virginia,38.18,-81.326667,1,1,1,,,1,,1931,1895,1928,1929,1,,,,,,,,,,,50000,2000,1,,,1
WVT,West Virginia Institute of Technology,WVT,Mt. Hope,Fayette,West Virginia,37.8925,-81.167778,0,,1,,,1,,1931,1895,1928,1929,1,,,,,,,,,,,,300000,,,,1
WVT,West Virginia Institute of Technology,WVT,Charleston,Kanawha,West Virginia,38.347222,-81.633333,0,,1,,,1,,1931,1895,1928,1929,1,,,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Morgantown,Monongalia,West Virginia,39.633611,-79.950556,1,1,1,,,,,1867,1867,1867,,1,1,1,,,,,,1,Public University,,,51000,1,,,2
WVU,West Virginia University,WVU,Frankford,Greenbrier,West Virginia,37.925,-80.384444,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,2
WVU,West Virginia University,WVU,Charleston,Kanawha,West Virginia,38.347222,-81.633333,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,1,Capital,,,,,,,2
WVU,West Virginia University,WVU,West Liberty,Ohio,West Virginia,40.165556,-80.594722,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Point Pleasant,Mason,West Virginia,38.8575,-82.128611,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Flemington,Taylor,West Virginia,39.266667,-80.129444,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Bethany,Brooke,West Virginia,40.206389,-80.559722,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Greenwood,Doddridge,West Virginia,39.274722,-80.890556,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Harrisville,Ritchie,West Virginia,39.21,-81.050833,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Philippi,Barbour,West Virginia,39.151667,-80.043333,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Ravenswood,Jackson,West Virginia,38.953056,-81.761389,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Spencer,Roane,West Virginia,38.801667,-81.351667,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,,,,,,,,,1
WVU,West Virginia University,WVU,Moundsville,Marshall,West Virginia,39.921389,-80.739444,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,1,Penitentiary,,,,,,,1
WVU,West Virginia University,WVU,Weston,Lewis,West Virginia,39.041944,-80.47,0,,1,,,,,1867,1867,1867,,1,1,1,,,,,,1,Asylum,,,,,,,1
UWi1,University of Wisconsin,UWi,Madison,Dane,Wisconsin,43.066667,-89.4,1,,1,,,,,1838,1838,1851,1854,1,1,,,,,,,,,,,,,,,1
UWi1,University of Wisconsin,UWi,Fond du Lac,Fond du Lac,Wisconsin,43.766667,-88.45,0,,1,,,,,1838,1838,1851,1854,1,1,,,,,,,,,,,,,,,1
UWi1,University of Wisconsin,UWi,Belmont,Lafayette,Wisconsin,42.758056,-90.365,0,,1,,,,,1838,1838,1851,1854,1,1,,,,,,,,,,,,,,,1
UWi1,University of Wisconsin,UWi,Four Lakes,Dane,Wisconsin,,,0,,1,,,,,1838,1838,1851,1854,1,1,,,,,,,,,,,,,,,1
UWi2,University of Wisconsin,UWi,Madison,Dane,Wisconsin,43.066667,-89.4,1,1,1,,,,,1866,1838,1851,1854,1,1,1,,,,,,,,,,40000,1,49,3,2
UWi2,University of Wisconsin,UWi,Ripon,Fond du Lac,Wisconsin,43.845,-88.839722,0,1,1,,,,,1866,1838,1851,1854,1,1,1,,,,,,,,,,,1,21,3,2
UWy,University of Wyoming,UWy,Laramie,Albany,Wyoming,41.316667,-105.583333,1,,1,,,,,1886,1886,1887,,1,1,1,,,,,,1,Public University,,,,,,,2
UWy,University of Wyoming,UWy,Cheyenne,Laramie,Wyoming,41.145556,-104.801944,0,,1,,,,,1886,1886,1887,,1,1,1,,,,,,1,Capital,,,,,,,2
UWy,University of Wyoming,UWy,Evanston,Uinta,Wyoming,41.263333,-110.964722,0,,1,,,,,1886,1886,1887,,1,1,1,,,,,,1,Asylum,,,,,,,2
